award_fact_id,winner_artist_id,winner_track_id,grammy_event_id
618,,7qwt4xUIqQWCu1DJf96g2k,255
619,,0ozqdYQjGNEAtcZnVheEiA,257
620,,1Yk0cQdMLx5RzzFTYwmuld,257
621,,1YrZuuVG0vZWvsahkSx5WC,257
622,,2kNh8bRILldURA7Bw05Nv9,257
623,,3BbBUezZTVqAIzoyyvxDrG,257
624,,41Lve6OfiwXjLUlkjNihU4,257
625,,43djyGEvUsYRphVLkWk6kL,257
626,,5r7CAzBvLfBstuZnhnh24M,257
627,,5s3XtrhzIKNZaiFpt7Gp5W,257
628,,6HMvJcdw6qLsyV1b5x29sa,257
629,,7qwt4xUIqQWCu1DJf96g2k,257
630,,3CRDbSIZ4r5MsZ0YwxuEkn,258
631,,5sIxLex6QZ5WgB0lnKblHz,258
632,,0G2qJ6yEYNqIVZLaLFhum1,260
633,,1i1fxkWeaMmKEB4T7zqbzK,261
634,,6y2Kaz9QI01XBKJ8mTb7Pf,262
635,,0hJb963pbosuVwVViwGnAZ,265
636,,6sZWP4l2zgHz5qpaTvda9M,265
637,,755jaJqdAQTreuL8MLYT5K,265
638,,0HSqXHUdHUbDjWxYIClohv,270
639,,0Zx5nFm89zrGjSg6dkL3W9,270
640,,0srUf03MHZ4cbOO4o2ydDu,270
641,,2WnzBfryUtpvaP1WC1KJBg,270
642,,2qJkesdHu9sMMVFgkRkqhQ,270
643,,3kfXUGIdBNpyr2gBvU3Guj,270
644,,4W8mrhPqF1xm5OLFfpxcxG,270
645,,4c3GqlxkxTN4isG4ELQYK4,270
646,,4q3PJE85zkind6pucyNq9g,270
647,,6T5i8eCUWZ92HOZtxt58LK,270
648,,6jfXFCZtjFBp75nb95tlg2,270
649,,7FDV5ELOJHCGLe52AnttEd,270
650,,7uv632EkfwYhXoqf8rhYrg,270
651,,3ZGJhN4unVspOqpwGvUL2W,272
652,,5NOYbsVwDVkCYGi89REpF7,274
653,,5k3jdIh7BpJaV1DntDQoSD,274
654,,6cxe7wIuwH7ul9XI7D853w,274
655,,1LM5zQv5pBKPyO7rm7Uz6U,278
656,,2SpEHTbUuebeLkgs9QB7Ue,279
657,,2fSIF8CJhoc9CJhF9vJDXp,279
658,,5fdhThPDe6jQQDqCyWrdAn,279
659,,0hveAq1VSNWo9MQYGMHvFF,283
660,,5dRdr89xxtkC6f752Rkqrd,283
661,,2pwAFMC4p6fUCQBljWKExv,290
662,,31AOj9sFz2gM0O3hMARRBx,290
663,,7oMO1B9CB4ZPYPLeVe32OY,290
664,,2C3gh14oarzTtv3aY3HJ0m,300
665,,3LkdTjyywksp2Zr1yqJS6d,300
666,,5YojvAhKb5crDsp7L2LJV0,300
667,,5b1k8soHjvcK3yfS1KGLEC,300
668,,65GbQI9VDTs7vo6MJL2iJA,300
669,,44TlPRGuVb4qDTWhuq3PDW,315
670,,4q0crFErlOEybi84JzBqTp,315
671,,6CV34A2xO8SOZw4RqSSUOe,315
672,,7aohwSiTDju51QmC54AUba,315
673,,3lAHJBwNwA9Ld884HE7ljH,337
674,,35FdyUxBYDgm1cXCNf23kc,339
675,,4cR4nao0hqqBtklQmGVqbe,339
676,,35FdyUxBYDgm1cXCNf23kc,341
677,,4cR4nao0hqqBtklQmGVqbe,341
678,,3lAHJBwNwA9Ld884HE7ljH,342
679,,5j3iBuHq6vv7VcBo4Y2QrK,349
680,,0zwqkO1MdFPigFIESwdJ5s,358
681,,1PrWkkvjNZUftGptbVeCTF,358
682,,2eRzSochQKj3fYYVFcV1nh,358
683,,3yHH3LPyinYelEnaj15yKb,358
684,,44ahv3Zj4FOJoy8gJLZF9B,358
685,,7i43GnAYDOIKqmWvwBEfAA,358
686,,0zwqkO1MdFPigFIESwdJ5s,360
687,,1PrWkkvjNZUftGptbVeCTF,360
688,,2eRzSochQKj3fYYVFcV1nh,360
689,,3yHH3LPyinYelEnaj15yKb,360
690,,44ahv3Zj4FOJoy8gJLZF9B,360
691,,7i43GnAYDOIKqmWvwBEfAA,360
692,,11qh54D0PKkBwelpDxxiEU,363
693,,11qh54D0PKkBwelpDxxiEU,364
694,,01ioXCMkGpxuKrdEO3TSob,366
695,,2iUMkAjSOs1r8CsrY4G8CQ,366
696,,3A5zeEH2eLW3uMYXoBj9Tq,366
697,,4AJ99UeL45ibxRT7GzMWqS,366
698,,7tnYsRepXLaNhqj4xtcWP2,366
699,,1AtwsVXr1zaZf4YgIEOlDK,373
700,,1xfJQWdr43FJNdRn7Fr9pI,378
701,,3ynNOKWGmuFQiMksRibJyF,378
702,,5JnASEjM04jp20CjK6PqfI,378
703,,7tzl9MQolb2SIuNhEFQjOi,378
704,,00GVRTIWMjYwwHEjTLclgf,390
705,,07fB2SZNaI4otc0eqMhJWN,390
706,,0OwoAzOM3ULaLoiYpC5axn,390
707,,0cBPuDA3xUjR4Vh9o7CKy8,390
708,,0fAuuR5hoWZtTMpuqqxAGy,390
709,,0zolxiS5uiL5towOJrsJi4,390
710,,1Auq9Y77qiEMohVa8mVBAm,390
711,,1J6bub4kiTe4h0RCo9IszE,390
712,,1LWueNjZGJrO3BFgcPZEqU,390
713,,1XcsQzSojUtZhHxHY730ug,390
714,,1tu8axV7vE0nmgYuTD09ny,390
715,,2CZ2f5buwvd9LCtHrrb0vl,390
716,,2aMb1asq5acm7cDYlFsYhY,390
717,,2ij6KmSIiA46M3TpZavPNK,390
718,,3GG9WXxmHL5zGm7hXwCe7L,390
719,,3lpmIoqpJmiY074Kay62SW,390
720,,3lyLqIn8mybyEFTs8JJaLf,390
721,,3tyvQeVxjEAQlgczaaoN3Q,390
722,,5R5atr84EbHUbeBFMd89A2,390
723,,5TyCTVsBsHeeutZcU2uP5s,390
724,,5hkZyWkafKoQW4eGwaJWFF,390
725,,5r2PGWAJvLHdMXxjZJ1m1H,390
726,,5toFHcmv9XVQsOKbjlUZWY,390
727,,62XZ7yQ1unC3jGGUK3HAJp,390
728,,6Yc3tjFCVR2bfAQFRTZBef,390
729,,6aKfcKMefIPVzclCG6QSHX,390
730,,6ajWbqOQ8t0rQx8fHB8aal,390
731,,6ekLy1OsrYdLMbcqc0KZ8G,390
732,,6xQVup4QTMbLsumB0q2WiQ,390
733,,7KPTwEENcZ5r4KJ6FHmhLP,390
734,,7eTDwpm5XKKssoMhMbo67y,390
735,,6hypt8VPJxeMXTTcRUHS86,396
736,,21jdyV98aurGa8pu2SCYFL,418
737,,3egSwvRPqL8BaaGkUaxqOc,418
738,,5O7A6fe7HJ5S3CmxKrfjzE,418
739,,1K5eqtrzScac7Kgk43VcHS,425
740,,2fPb58e6f8KxejYDCaARwS,425
741,,5TvE3pk05pyFIGdSY9j4DJ,425
742,,6Vc5wAMmXdKIAM7WUoEb7N,425
743,,6kRZfOZSuoi0Htg6gROKDz,425
744,,78TKtlSLWK8pZAKKW3MyQL,425
745,,7xLhousIHDxoGgeJNhO4Ye,425
746,,33jt3kYWjQzqn3xyYQ5ZEh,426
747,,357pRaRB0tID9c98Eg2TDn,426
748,,4aWqVlWZwVfuSTVucZrb65,426
749,,4kY9pd1AJwnxdThLArfvUb,426
750,,5IztFgMSB1QcVh5UXEbZgF,426
751,,3T76zPJz3tWL27FrjJe2ot,431
752,,1j8z4TTjJ1YOdoFEDwJTQa,433
753,,6O5spqMgOR3Hk20NHCAPpC,433
754,,0riQ5biFBQYCclYUACchr0,439
755,,4x94qgTeMEcwj4X1APUnpb,439
756,,63OB8oKmBUUYiRtrRtFCvX,439
757,,14KYk4234ad6eQ2MhVzyla,441
758,,2FQviMkaoixlgWuGL4u1EO,441
759,,3MmsHzXxADOWJvowwDwUwG,441
760,,454G2UvyFpWTfgBADw8YHV,441
761,,4QYGss1JbmGTxte5nA4JNX,441
762,,6RjDvJCnxjAOOEQ5TiqKLU,441
763,,14KYk4234ad6eQ2MhVzyla,443
764,,2FQviMkaoixlgWuGL4u1EO,443
765,,3MmsHzXxADOWJvowwDwUwG,443
766,,454G2UvyFpWTfgBADw8YHV,443
767,,4QYGss1JbmGTxte5nA4JNX,443
768,,6RjDvJCnxjAOOEQ5TiqKLU,443
769,,0Trgs5CzLfcXagLE62j8AS,445
770,,6UEjbzhRCmyhtFpWXGWo0F,451
771,,2SmXJEhm1yJvXK6Hx4XAYT,457
772,,6EdSN1iGtLPhcz43QDRkdK,457
773,,0oHEiGSJjfLROTq55TEoFl,468
774,,1AwmctSHQw4UycrP2ROjem,468
775,,0UTuVzQv9wDnzFAZnEJgc4,469
776,,0pyYnrVaTozvWUMpYHHqPB,469
777,,1aJMAxzhtScf4nJCbXX1O2,469
778,,1zZh6zTXcDgvN0C6S1G4gU,469
779,,2IURcEXwXgzREzWkr2foxQ,469
780,,2PhQfN7qTx5JxIAlIGMscf,469
781,,2r4SZfjWhz3FiZxq8zilo0,469
782,,5ynxx6zC4dgzsMHLYQ04Dc,469
783,,6BtaOqGNg6mILnDL24RrdE,469
784,,6QCchN5h6viTKPnoTavxHt,469
785,,6jreFSOTUAViWjKyzOC4Kg,469
786,,6sH7LTzonbkNleLPvk1Yie,469
787,,4DkVMKiU48LNaLTiT0KPCc,477
788,,6lknMmJZALXxx7emwwZWLX,477
789,,02hLeVpizdFbyt7MaZ8aUr,479
790,,0FhO4w1pI55ftgMVj8BlWn,479
791,,0gVbkmFqq5fIkXtJJ3UTfM,479
792,,0wqD6227o06O16rbekHAYZ,479
793,,2d7IETCZDoUUboXVFimOv2,479
794,,39XzVJh1B4VCeXbKYHWDAG,479
795,,3fxThbBnb37RSkDyb7RDaI,479
796,,6r8OnTtDrhKBIIYgzxrnZ1,479
797,,1fRadkuwHEqwMuiY5ns15C,497
798,,1nyDWVPCP46z3SHrgoyGRe,497
799,,4jp4Z02kzzg8gK0NmDGgml,497
800,,7o2G318KZiekaMH0tNEwQB,497
801,,0INUE1K7cEiE8VH63Rv5RJ,501
802,,0cx3DUvLuL7iTJ6aUzAZNx,501
803,,0nlqorVbqYB3haNKIAbajE,501
804,,1qdcYbBhlc9zmbAsKInyNl,501
805,,34OVMKNbZGdYT04LRMx5w9,501
806,,6OIsq9HutnCINDPQqmAjbz,501
807,,6Xodd3wwjgU8FRqIX5fkgH,501
808,,7E8osPOfj1L5OjlMCFC3aD,505
809,,7E8osPOfj1L5OjlMCFC3aD,507
810,,0tBTnrMcc91qKP9dHqhsS7,509
811,,7zDzoMGQURPsfDsGOLookv,509
812,,0RL2WXAISzvSDcwnwssLhA,511
813,,0S79nxCc3Ctvs4Rnz4Ohu7,511
814,,0WKDzn96q4kY1Bpd9ExnkX,511
815,,2v8mIirSXpwpVwyBrUzAtT,511
816,,3Wd1EKFFLy7HZeZF7PEIge,511
817,,4qjCPbyCkFsEwHaZu1m6EO,511
818,,5c6lM2zjAF6MFoD8C1hiBr,511
819,,60wwxj6Dd9NJlirf84wr2c,511
820,,7nMYIdyLvE97RYqvmMVwJX,511
821,,10ImcQk9tihY1EKMDIbvXJ,513
822,,2okeBtFNVJ4n33NEV1RxBm,514
823,,5Ks6WjdcWV3FBaNJiYx4IF,514
824,,62yJjFtgkhUrXktIoSjgP2,514
825,,0xmj64EuXxYxGXbpP8M18X,515
826,,3IKJNHnVZ2bXGjAFBJiUYo,515
827,,0ummD95aMfyssMGkd2pV6f,519
828,,6LHXb1sGs72iTmpSr0603b,519
829,,6RBY5ToIdDyhM1JNxEYqhd,519
830,,4esOae7i4rqTbAu9o5Pxco,523
831,,2XgGdD5d2MW4RNx8KnIjVh,528
832,,3hDSiWsdRj4e6iDV9Pc3tq,528
833,,3xdjjKMcMOFgo1eQrfbogM,528
834,,7nzbdPYlaoVjV42rzBWStH,528
835,,2oGwrIrsnF05EAdyPecOVV,543
836,,6doUGUOIEIUlUTmAeAPxl7,543
837,,7gsWcwi6Y1hj2WSNxnm12K,543
838,,7qUv2Tq895aJc6g4O1F6Zs,543
839,,3mDwh1BzfsDeP3KOL9OyrW,545
840,,4Kp8KPdrC8S0CVR6CzS48Z,545
841,,5Rxorr8TddGy6QMegXHPPV,545
842,,0tGoMQqkRaXRNDQthAtxZD,550
843,,2YPzIIHkWLxxFoFAu3DAkL,550
844,,3mud2NvQpaJ1CnKLD2480P,550
845,,5kq4cOYBKq6WKyooOwCJzo,550
846,,6mdFbyuyUxGn0knrqBYEWD,550
847,,7b3BUvjQ60OPEBhMckyeTh,550
848,,6VObnIkLVruX4UVyxWhlqm,560
849,,77WO0JSWRfhu0ek3Zp2amk,560
850,,6VObnIkLVruX4UVyxWhlqm,561
851,,77WO0JSWRfhu0ek3Zp2amk,561
852,,0Bb9oRoN3suM9iiIwzHtmX,585
853,,100lHmeZbp3OvinYgotmVc,585
854,,6126lbKcz91f4wgSwBF0vG,585
855,,6JBX1drGsMrTE8JrAYYoou,585
856,,0ZnwzjB40zdTZrEwPvaRqG,586
857,,3JCh1ZWn1gG6hnfgLXh8XL,586
858,,1zugfOhn6BebboqGcpUlba,587
859,,72H6a9rO7PrY5CFfe7TIKF,587
860,,0Bb9oRoN3suM9iiIwzHtmX,590
861,,100lHmeZbp3OvinYgotmVc,590
862,,6126lbKcz91f4wgSwBF0vG,590
863,,6JBX1drGsMrTE8JrAYYoou,590
864,,0VeoSHlgashtg5JYPJjl15,592
865,,0ilYc7Zx4qAoTxjJAJOGAy,592
866,,39kRrigwHt5zPjzUPquUZp,592
867,,3CrsuTJomWZmeXIvKhV45l,592
868,,4TeLaDmBpXnXtzvlY353yD,592
869,,571eGmDntJ9yaDXJvLzeLQ,592
870,,4jKod1DGOTaRTe4r498AEW,596
871,,5G1sTBGbZT5o4PNRc75RKI,596
872,,6wGMLoEqD2k3RBXFHD0yUp,596
873,,4jKod1DGOTaRTe4r498AEW,598
874,,5G1sTBGbZT5o4PNRc75RKI,598
875,,6wGMLoEqD2k3RBXFHD0yUp,598
876,,5mMvCh8xXC2F6fkgPK5z9z,599
877,,4Rfze8E9xn6DfHDLpoh2m5,601
878,,4sKGkVi8boc00JTpw7aVB7,604
879,,0D2m3GX6mNfNB6dKJQjCgM,609
880,,7tirhoEiNOaHD2RYrjt1k9,609
881,,4Aa5v0LJ8VoJAt68deFiPf,620
882,,4Aa5v0LJ8VoJAt68deFiPf,622
883,,0oixvwgoGm4wV8go7pK2zJ,623
884,,0xSqHQ5wv80hNkpU50vPc7,623
885,,1eV81a6H4xDdpi8r2C4tQT,623
886,,1s1G7P7dp7M5v8Jo4ZikMT,623
887,,2arir9Fflyqh00LWlOxaym,623
888,,2mFea4DOhY3iShay4BQ0se,623
889,,3DEOsCKFcseZtobrpOH2J7,623
890,,3QMAcZ4WHnBXymXRzvbSht,623
891,,3SktMqZmo3M9zbB7oKMIF7,623
892,,3wBzbRG2OnmKl9jYyR6umu,623
893,,4oa14QBfWRDfJy2agySy0L,623
894,,5DhcUBjJbFk2crXo2CgiKO,623
895,,5qCpcgqwL1Hum85sAQz3W7,623
896,,5tcZPB2Cyj3FdB5nQW2Gog,623
897,,7elWHQx6ONpP4sENVU5c97,623
898,,0MYqimbl02aogFBWyx75bV,634
899,,1c3OaOeSogCpXTa8BhnBEq,634
900,,2maR9zs9UfgQpB1hr9UjpS,634
901,,4dIoimQas4pY5JkvDF88B0,634
902,,535sg5Q0QFrgXvMkdznzeR,634
903,,7xksh2SM8hEDJWJtXsRwzp,634
904,,4OSBTYWVwsQhGLF9NHvIbR,666
905,,4OSBTYWVwsQhGLF9NHvIbR,668
906,,3DxdhEcJjs30WFzUgQOVrw,670
907,,3bNv3VuUOKgrf5hu3YcuRo,670
908,,4DMh4qSlqDlquSNEW2nji6,670
909,,6VtoP2sJt5oCmPOQIve2sf,670
910,,69aOeHaVpr4dxUWBW6F4Rb,671
911,,1BH3rSiixIJhXe3viUeMAN,677
912,,1NaHqvYJ48wdyQZMkNnUUr,677
913,,41vUI66skZegzFHxwMkk8t,677
914,,6m3Rrv81DPaSPw4azvVUid,677
915,,76Je5Wklky23mVoxiRszcN,677
916,,7fcfNW0XxTWlwVlftzfDOR,677
917,,1BH3rSiixIJhXe3viUeMAN,679
918,,1NaHqvYJ48wdyQZMkNnUUr,679
919,,41vUI66skZegzFHxwMkk8t,679
920,,6m3Rrv81DPaSPw4azvVUid,679
921,,76Je5Wklky23mVoxiRszcN,679
922,,7fcfNW0XxTWlwVlftzfDOR,679
923,,6JRLFiX9NJSoRRKxowlBYr,682
924,,78FzQfooQzB43sGzlpI2At,682
925,,5CI1FP2Volc9wjz2MBZsGx,685
926,,0F7yztNdCbVgf59S7TCx4u,690
927,,0KQRhak4Irr2CKxgQ9U6ay,690
928,,0YMJIeHuCkeZMMo7vaz8u6,690
929,,0yktt2FVBf1uPKzORvlXiv,690
930,,1chnlLONX1BubwxEnL0fln,690
931,,1op5LorZ180RXgHYr3S6PH,690
932,,3AQozzNsKUnxw2GSn0IlRq,690
933,,4e3QW45iOnnFUb8DjjXhE3,690
934,,5I8uxn5rQ90r6ZiXzRx0l9,690
935,,7sbXOV5vynnaeB7KGy0kZ5,690
936,,0F7yztNdCbVgf59S7TCx4u,692
937,,0KQRhak4Irr2CKxgQ9U6ay,692
938,,0YMJIeHuCkeZMMo7vaz8u6,692
939,,0yktt2FVBf1uPKzORvlXiv,692
940,,1chnlLONX1BubwxEnL0fln,692
941,,1op5LorZ180RXgHYr3S6PH,692
942,,3AQozzNsKUnxw2GSn0IlRq,692
943,,4e3QW45iOnnFUb8DjjXhE3,692
944,,5I8uxn5rQ90r6ZiXzRx0l9,692
945,,7sbXOV5vynnaeB7KGy0kZ5,692
946,,2PZKWmPAK32WXW8hMLN1lS,693
947,,73yiAXig9qPlUYYAQGTT8F,693
948,,0VSbESTIeUvBjF9GbzF201,697
949,,0y4iXXlpVFJSQjlx0vQ3MZ,697
950,,1GJlkXmjjXrEDMBbFXUUqp,697
951,,1QY1XwW35qIyzavlWOCcZo,697
952,,2o4u19nlQWOGg5mLanT7Pg,697
953,,3jl1I9gvCXo5V9hu4hYGLY,697
954,,4LTeNJlLwIgMTPPyR0KaDP,697
955,,4SMvzsQDI2SNHDwfcWM7kr,697
956,,5EwwwdsQfKI8ZnFG93j5Zu,697
957,,6ChFsa3xElTTIJAo460out,697
958,,6PAr1wwpxJQhHn2c6wKN4O,697
959,,6xiGRIgBOsQPdzYfiHDESZ,697
960,,76jsRad7afsqb8Hv2wVhfU,697
961,,7uEa0ecZ1hPMcv5IKuoDIJ,697
962,,7uHRKSQ9WIlBBuBY7BHcbq,697
963,,0FqT68Su7VQHXDH1WsF7aW,699
964,,3U1Zetk4lrnWIV52PyxVwq,699
965,,0gI1wucmc2djSV3e25LqCd,701
966,,3HGXzTAUD6cCZcgu1820Q5,701
967,,4QpnTJdniesQvZfHfzLTXJ,701
968,,3gL8HwgqxcKM8lhXnYtny2,721
969,,4OSBTYWVwsQhGLF9NHvIbR,742
970,,11EX5yhxr9Ihl3IN1asrfK,744
971,,4W5lqrBjMNk8kNCOIrWv6i,744
972,,4kEzw2gtpxUBfgmhTEwIuE,744
973,,4kd8NJrrfzzPvarSre2yAu,744
974,,6OzRF5Oqmsb1Ec1sMKY4g7,744
975,,7GAaTpSoTWUTbP2Yxlt4Hd,744
976,,11EX5yhxr9Ihl3IN1asrfK,746
977,,4W5lqrBjMNk8kNCOIrWv6i,746
978,,4kEzw2gtpxUBfgmhTEwIuE,746
979,,4kd8NJrrfzzPvarSre2yAu,746
980,,6OzRF5Oqmsb1Ec1sMKY4g7,746
981,,7GAaTpSoTWUTbP2Yxlt4Hd,746
982,,0n3sHHfdOq6Awix3JPe3xl,748
983,,1ncPxe9s9jkoe1HcshDitx,748
984,,368e9ONaoEX3imOKHDZo9X,748
985,,3cjyW2ZlXMf5ZQvGo5dKUO,748
986,,5YiYJnzsbiAAwIJoYCsa03,748
987,,7oBxxv6C5ttINeFHzOVwS4,748
988,,2FSkBDGsqZIxcsnKNgtMLx,749
989,,3LRcDiWeIFSXmBZtyv7sJ4,749
990,,49MHCPzvMLXhRjDantBMVH,749
991,,7BqBn9nzAq8spo5e7cZ0dJ,749
992,,08Wzb4yEK5GVmZ8fn7gJgz,751
993,,0mWGz6hPTPuOK3SaETnqCo,751
994,,1f8NuSrCwwspX74bFiIzmf,751
995,,1i2ctgOjPz5SRdFqMlCmhI,751
996,,4PMZyXssvisK5IxLnnl9r7,751
997,,4qv5viGjmjjn81teIqhkCH,751
998,,5FaYzdpM04uxYklFb5pW9b,751
999,,6YxhbcEdZJfhiwAWI4lRnO,751
1000,,716eVtciaJCtTcaknS3QXr,751
1001,,1TbuDl6GklIG7zy5fSiNni,752
1002,,6NsZucPvDbyARfXLgTpY9u,752
1003,,16vacB8i3plAqJ6UMHkziZ,757
1004,,1gwwNLcYQRnzvkBhwDjUX3,757
1005,,188TDPhgzmi4Aul27nWlEf,759
1006,,3C542UknrX76XSRXTyQ1Qg,759
1007,,6onxTIB79enhIQPpE00CEm,761
1008,,2FGnMGgQ34MFVY23Ck2atR,762
1009,,5O9Dz0h08LuBi0aVvDcylh,764
1010,,45KqDHTOJtIM53QR1gPGTa,765
1011,,1mMuHPp9RtJlbADIRUYn3l,766
1012,,2Pe2uda2pqu1CyK3RqtOAW,766
1013,,48KgRMAaYReGuflL8bt6Za,766
1014,,7vq5i7XNFT5TUBv6OttBpo,766
1015,,0ll4shInilQVdYVrVVHpjB,768
1016,,1bkY2lxI6Pn0OiEXc3s4IE,770
1017,,2MS0zxvLekww0UaDEMuIsE,770
1018,,5DUAKXpyv3nL50PnAQbPS0,770
1019,,7ap759P66hR9zZ7vzb41n0,770
1020,,0LzuGVHfi9UgLLJLfraGd5,771
1021,,5LI5DHVYrtMKJQaedaUhTS,771
1022,,77YKoNCjP5hWqiXMRG2839,771
1023,,7GkCm4wRDhB0WhyOovlLfm,771
1024,,7hzfrKYkRfPUIiagwhBtZS,771
1025,,7nkp1uuSbKkoxMvEs8cSw0,771
1026,,11LOGjjh4wNreG4NWevLfk,772
1027,,1DegLHuaZdLmOvhUgsNV9I,772
1028,,1WheyFsHUcBWQ33WNHcZdI,772
1029,,1g54Kfpkw2ZetZdRXdUmaD,772
1030,,20MuVazoNMv6xjKPnRFOxG,772
1031,,2CXF3c5KrBsXZygtyQJtq9,772
1032,,4TKncDo2OglXAc3fHLJpXC,772
1033,,5M2urKCPnhOPNeGCi6Jm9W,772
1034,,5ecZ2R0Gv93PjBBbO1Zwys,772
1035,,5xhQOnyRJfRywbEwpkgoTy,772
1036,,6BOtDFg6GJm0rPUDuNmx57,772
1037,,6YpohlI5ElexpXcBy5oPKW,772
1038,,73SyPIx501G3211y3oTYns,772
1039,,7KwFRmkfw7cUZIUqNxeuxw,772
1040,,7Ie9W94M7OjPoZVV216Xus,774
1041,,7pYVIpuFrH2cDMseplG8Jn,776
1042,,7pYVIpuFrH2cDMseplG8Jn,777
1043,,0vp09QgBhShrQOL2w7P8k4,778
1044,,6eKAvIPP8oo8uGwOGbe7CM,778
1045,,11EX5yhxr9Ihl3IN1asrfK,781
1046,,4W5lqrBjMNk8kNCOIrWv6i,781
1047,,4kEzw2gtpxUBfgmhTEwIuE,781
1048,,4kd8NJrrfzzPvarSre2yAu,781
1049,,6OzRF5Oqmsb1Ec1sMKY4g7,781
1050,,7GAaTpSoTWUTbP2Yxlt4Hd,781
1051,,11EX5yhxr9Ihl3IN1asrfK,784
1052,,4W5lqrBjMNk8kNCOIrWv6i,784
1053,,4kEzw2gtpxUBfgmhTEwIuE,784
1054,,4kd8NJrrfzzPvarSre2yAu,784
1055,,6OzRF5Oqmsb1Ec1sMKY4g7,784
1056,,7GAaTpSoTWUTbP2Yxlt4Hd,784
1057,,11EX5yhxr9Ihl3IN1asrfK,785
1058,,4W5lqrBjMNk8kNCOIrWv6i,785
1059,,4kEzw2gtpxUBfgmhTEwIuE,785
1060,,4kd8NJrrfzzPvarSre2yAu,785
1061,,6OzRF5Oqmsb1Ec1sMKY4g7,785
1062,,7GAaTpSoTWUTbP2Yxlt4Hd,785
1063,,01ioXCMkGpxuKrdEO3TSob,793
1064,,2iUMkAjSOs1r8CsrY4G8CQ,793
1065,,3A5zeEH2eLW3uMYXoBj9Tq,793
1066,,4AJ99UeL45ibxRT7GzMWqS,793
1067,,7tnYsRepXLaNhqj4xtcWP2,793
1068,,2XDxQ3VzovLzh60zgOaNEi,797
1069,,5S9KnOMLC5vRckzbvzasEs,797
1070,,5pIXg8cywRwdTyFeVsWtht,797
1071,,77loZpT5Y5PRP1S451P9Yz,797
1072,,524KQvc46Y1X6HRomMKoBJ,799
1073,,6sv7ZmasB6qSiF8hWJNpDG,799
1074,,7guurvHaVIPy2WLOFZE3VJ,799
1075,,6FE2iI43OZnszFLuLtvvmg,804
1076,,3AoeaZs8dFemFJr3JdzOL0,806
1077,,3T3b3sSibIpkJZeLV9TDqX,806
1078,,18gCfEcwX5MZrSHmzxQQtc,823
1079,,7Gk5Fhjn6vmUXzCtdS1HiK,823
1080,,45KqDHTOJtIM53QR1gPGTa,829
1081,,0n3sHHfdOq6Awix3JPe3xl,850
1082,,1ncPxe9s9jkoe1HcshDitx,850
1083,,368e9ONaoEX3imOKHDZo9X,850
1084,,3cjyW2ZlXMf5ZQvGo5dKUO,850
1085,,5YiYJnzsbiAAwIJoYCsa03,850
1086,,7oBxxv6C5ttINeFHzOVwS4,850
1087,,0szEtJSwfsTL2gOO7gKICI,852
1088,,296nXCOv97WJNRWzIBQnoj,853
1089,,6CLLUjyPoBttw36tzpGhJJ,853
1090,,6RyAT06uxBnFt4tHNOk8Tp,853
1091,,7AalBKBoLDR4UmRYRJpdbj,853
1092,,1QixTwDZCcfBzA7QMyont0,856
1093,,2udt4wACN5ooY9ugyH5leQ,856
1094,,4ByIhPSLMKHEJVsDNgUAI4,856
1095,,4lu6zYkghmAlCnDcgKqJcY,856
1096,,5OnLWxxMNmTmXFaT8uRm3m,856
1097,,7aRbMRMakm5DeTWSK43sjW,856
1098,,00Vp4bBQAZ1s9KEIw5MjgQ,858
1099,,2a5BDryUuj3S3nDRyEIEuj,858
1100,,6KDNxqCFmCGu0yd27xvnSG,858
1101,,75UegXE5joSMwu6vZGRDC3,858
1102,,7BkGPqc6eufUYOuAaPyiPh,858
1103,,0IktbUcnAGrvD03AWnz3Q8,859
1104,,2qLMf6TuEC3ruGJg4SMMN6,859
1105,,2zIT6D1Li5HgHajsq1iXLc,859
1106,,4BaEOfLHGeP9gw5ToeiY7a,859
1107,,0pQEpNP3VWL57nMfyFR5k2,862
1108,,1NiwnZzq731AtzSUPyV4eJ,862
1109,,4YZheVi8mEl3p6vtuNMNYh,862
1110,,5UgT7w6zVZjP3oyawMzbiK,862
1111,,6U3KzIa82ZCKAROmpg7PqT,862
1112,,6hbAVcAB0mQVXMPubZnwuL,862
1113,,6s2yqZbiPNPL1B2IeCMsUA,862
1114,,7AUVdpcqbxLSCOQqKHjPx7,862
1115,,0BigX1D39KhZC0SmBWawM8,863
1116,,1MNnfeAXbz0TO7wt61mKIX,863
1117,,24XFlHs0ZBM65KzvSsw4IF,863
1118,,24tNhacN8vdN8OqkR7LcNm,863
1119,,4FFtbSBa31aw38ld7zW73Z,863
1120,,4fRUwxL1tLYQViPssf6eYp,863
1121,,4n5JzES2KpFfBNPwvjuawI,863
1122,,4yu1RiBHMtza6kPaZSKSYo,863
1123,,6dWxyTewMjC84vhto1881v,863
1124,,7b0z457p1ONEEAuWRws0vS,863
1125,,0szEtJSwfsTL2gOO7gKICI,867
1126,,5YnNWHKCJaJKwbagXDb5Uf,868
1127,,4XiDAxr6alWzxm24i2Rt4K,870
1128,,5FBf12F4ry9TXoZAvISu6F,870
1129,,0szEtJSwfsTL2gOO7gKICI,871
1130,,0Qx3WZTUUmcyKR5jCDWojv,872
1131,,4HURIP867U6Bllu0fa4ypq,877
1132,,4Hhv2vrOTy89HFRcjU3QOx,877
