genre_song_id,track_id,genre_id
50789,3HGXzTAUD6cCZcgu1820Q5,121
50942,3HxX5qcaz2phmsJVPskugD,45
51108,3Ib3SJV8ZXuLvDiDb2w1As,45
51769,3LRcDiWeIFSXmBZtyv7sJ4,2
51921,3M8FzayQWtkvOhqMn2V4T2,7
52089,3MmsHzXxADOWJvowwDwUwG,118
52164,3N4DI1vuTSX1tz7fa2NQZw,99
52860,3PzAUMMxPcaXEfWEvMx469,47
52929,3QC8SkNKVI278HWa53zE2a,37
52978,3QMAcZ4WHnBXymXRzvbSht,111
53229,3RQ9rAfpwuM6lpgsBriByX,37
53542,3Sd5eBByIJatNp4YTrDyJ4,46
53573,3SktMqZmo3M9zbB7oKMIF7,57
53574,3SktMqZmo3M9zbB7oKMIF7,58
54017,3UE0SXiu1l9IhZrZtCCSDS,96
54589,3WMnYYRj4VmziUS9Fzey8p,94
54590,3WMnYYRj4VmziUS9Fzey8p,108
54627,3WXUW6HEBtjvqqNocGiZz5,64
54647,3Wd1EKFFLy7HZeZF7PEIge,119
54648,3Wd1EKFFLy7HZeZF7PEIge,94
54649,3Wd1EKFFLy7HZeZF7PEIge,108
54850,3XZAvh2NCDQYHgJei35VQ1,50
54861,3XcV8CIZVzH2b5hiche9d6,94
55062,3YKptz29AsOlm7WAVnztBh,99
55063,3YKptz29AsOlm7WAVnztBh,7
55136,3YcFHqSpQLGawYKTIhA3H1,62
55352,3ZUdr5glJJ9FWxDeE5kXIo,95
55460,3ZykTVwx06JeQVVxUpiqxa,109
55850,3bTzAFtvHyDWJcIyTQijGO,88
56008,3c9IKwzgIPcCweCl9so748,51
56141,3cfnGXJ9bmiWvFqEO6ff8B,65
56353,3dPQuX8Gs42Y7b454ybpMR,15
56354,3dPQuX8Gs42Y7b454ybpMR,16
56355,3dPQuX8Gs42Y7b454ybpMR,38
56356,3dPQuX8Gs42Y7b454ybpMR,17
56433,3diPEpZKPa7DyhpMtp5Psw,112
56526,3eCueoiyNs7xUYqX05IEoy,54
56970,3fxThbBnb37RSkDyb7RDaI,96
57088,3gL8HwgqxcKM8lhXnYtny2,95
57209,3gsCAGsWr6pUm1Vy7CPPob,65
57210,3gsCAGsWr6pUm1Vy7CPPob,7
58192,3ksIpMf8hNYWAyTiMZJ6Xb,119
58193,3ksIpMf8hNYWAyTiMZJ6Xb,94
58194,3ksIpMf8hNYWAyTiMZJ6Xb,108
58233,3l3xTXsUXeWlkPqzMs7mPD,106
58258,3lAHJBwNwA9Ld884HE7ljH,64
58412,3lpmIoqpJmiY074Kay62SW,110
58435,3lyLqIn8mybyEFTs8JJaLf,31
58436,3lyLqIn8mybyEFTs8JJaLf,33
58461,3m4Hf0cD3BCKCT9PD0QAxO,94
58490,3mDvi0k4LuCA7ViLf3Qb3O,52
58531,3mNFoKDPM2hzPuJeZ9ziht,38
58595,3mewJ611cPqPIk8EQDiA12,96
58642,3moGFWSHotNepfDtuonGyG,20
58643,3moGFWSHotNepfDtuonGyG,21
58876,3njNpG8iIjtSnFrnzkLfH4,113
58933,3o0vFcZI1ejWCLOqnFWEwE,64
59242,3pIpa33ZYgL6ZEkpBRA8BF,104
59243,3pIpa33ZYgL6ZEkpBRA8BF,25
59308,3pbSo0j9RmC6hBmqsC3kmH,27
59466,3qEgc2gahKn6oSQLAKTsMV,37
59497,3qLlQ4RLl3B8PaEdIG6H0d,77
59700,3rCtueI7qBN2kZBZnXuk5K,81
59701,3rCtueI7qBN2kZBZnXuk5K,111
59844,3rquyyzec0JKU4UbGga9rP,62
59877,3rzRo91l4htQvMXhsiECAX,52
59984,3sQjkRr8eKcf6KoUgEjB0Z,119
59985,3sQjkRr8eKcf6KoUgEjB0Z,108
60119,3t4p9vIhemAhCMr6hfL2pa,45
60187,3tP6QKbXvtrxiDI7QwKyUf,50
60255,3tjC9XdMwEF8KW82F6rV6f,77
60256,3tjC9XdMwEF8KW82F6rV6f,17
60323,3tyvQeVxjEAQlgczaaoN3Q,69
60324,3tyvQeVxjEAQlgczaaoN3Q,70
60499,3ujiq7yK4Uan5z4876fHLK,112
60546,3uu7YJ8DpVqGsRjZTv9OdD,46
60593,3v5cS4gKxpJqxUu4wz3DvG,45
60699,3vTI0IjMJnEFS20GbwqjxH,12
60700,3vTI0IjMJnEFS20GbwqjxH,13
60804,3vt0SQeafzXjdTYCZKf6oJ,92
60887,3wBzbRG2OnmKl9jYyR6umu,10
61019,3wotj7DBWBhoWBLtyTYlKU,121
61298,3y1fEFFHFv79OYeCbzc774,12
61299,3y1fEFFHFv79OYeCbzc774,13
61358,3yHH3LPyinYelEnaj15yKb,104
61359,3yHH3LPyinYelEnaj15yKb,25
61529,3yydZof4pq6N4zeyTzLwQk,15
61530,3yydZof4pq6N4zeyTzLwQk,16
61531,3yydZof4pq6N4zeyTzLwQk,88
61532,3yydZof4pq6N4zeyTzLwQk,7
61585,3zBhihYUHBmGd2bcQIobrF,38
61586,3zBhihYUHBmGd2bcQIobrF,7
61691,3zZwwTNa27TDKUSNj2uuMc,105
62035,40u9pTla24PIkyRLKKVh6a,51
62143,41Lve6OfiwXjLUlkjNihU4,25
62279,41vUI66skZegzFHxwMkk8t,4
