year,title,artist,winner,nominee,workers,category,updated_at,published_at,artist_list
2019,62nd annual grammy awards 2019,billie eilish,1,bad guy,finneas o'connell producer rob kinelski finneas o'connell engineersmixers john greenham mastering engineer,Record Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['billie eilish']
2019,62nd annual grammy awards 2019,bon iver,1,hey ma,bj burton brad cook chris messina justin vernon producers bj burton zach hanson chris messina engineersmixers greg calbi mastering engineer,Record Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['bon iver']
2019,62nd annual grammy awards 2019,ariana grande,1,7 rings,charles anderson tommy brown michael foster victoria monet producers serban ghenea john hanes billy hickey brendan morawski engineersmixers randy merrill mastering engineer,Record Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['ariana grande']
2019,62nd annual grammy awards 2019,her,1,hard place,rodney darkchild jerkins producer joseph hurtado jaycen joshua derek keota miki tsutsumi engineersmixers colin leonard mastering engineer,Record Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['her']
2019,62nd annual grammy awards 2019,khalid,1,talk,disclosure denis kosiak producers ingmar carlson jon castelli josh deguzman john kercy denis kosiak guy lawrence michael romero engineersmixers dale becker mastering engineer,Record Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['khalid']
2019,62nd annual grammy awards 2019,lil nas x featuring billy ray cyrus,1,old town road,andrew voxgod bolooki jocelyn jozzy donald youngkio producers andrew voxgod bolooki cinco joe grasso engineersmixers eric lagg mastering engineer,Record Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,"['billy ray cyrus', 'featuring', 'lil nas x']"
2019,62nd annual grammy awards 2019,lizzo,1,truth hurts,ricky reed tele producers chris galland manny marroquin ethan shumaker engineersmixers chris gehringer mastering engineer,Record Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['lizzo']
2019,62nd annual grammy awards 2019,post malone swae lee,1,sunflower,louis bell carter lang producers louis bell manny marroquin engineersmixers mike bozzi mastering engineer,Record Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['post malone swae lee']
2019,62nd annual grammy awards 2019,billie eilish,1,when we all fall asleep where do we go,finneas o'connell producer rob kinelski finneas o'connell engineersmixers billie eilish o'connell finneas o'connell songwriters john greenham mastering engineer,Album Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['billie eilish']
2019,62nd annual grammy awards 2019,bon iver,1,ii,brad cook chris messina justin vernon producers zach hanson chris messina engineersmixers bj burton brad cook justin vernon songwriters greg calbi mastering engineer,Album Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['bon iver']
2019,62nd annual grammy awards 2019,lana del rey,1,norman fing rockwell,jack antonoff lana del rey producers jack antonoff laura sisk engineersmixers jack antonoff lana del rey songwriters chris gehringer mastering engineer,Album Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['lana del rey']
2019,62nd annual grammy awards 2019,ariana grande,1,thank u next,tommy brown ilya max martin victoria monet producers serban ghenea sam holland brendan morawski engineersmixers tommy brown ariana grande savan kotecha max martin victoria monet tayla parx ilya salmanzadeh songwriters randy merrill mastering engineer,Album Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['ariana grande']
2019,62nd annual grammy awards 2019,her,1,i used to know her,david swagg r'celious harris her walter jones jeff robinson producers miki tsutsumi engineermixer sam ashworth jeff gitty gitelman david swagg r'celious harris her songwriters dave kutch mastering engineer,Album Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['her']
2019,62nd annual grammy awards 2019,lil nas x,1,7,joe grasso engineermixer montero lamar hill songwriter eric lagg mastering engineer,Album Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['lil nas x']
2019,62nd annual grammy awards 2019,lizzo,1,cuz i love you deluxe,ricky reed producer manny marroquin ethan shumaker engineersmixers eric frederic melissa jefferson songwriters chris gehringer mastering engineer,Album Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['lizzo']
2019,62nd annual grammy awards 2019,vampire weekend,1,father of the bride,ezra koenig ariel rechtshaid producers john debold chris kasych takemasa kosaka ariel rechtshaid hiroya takayama engineersmixers ezra koenig songwriter emily lazar mastering engineer,Album Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['vampire weekend']
2019,62nd annual grammy awards 2019,billie eilish,1,bad guy,billie eilish o'connell finneas o'connell songwriters billie eilish,Song Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['billie eilish']
2019,62nd annual grammy awards 2019,always remember us this way,1,always remember us this way,natalie hemby lady gaga hillary lindsey lori mckenna songwriters lady gaga,Song Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['always remember us this way']
2019,62nd annual grammy awards 2019,tanya tucker,1,bring my flowers now,brandi carlile phil hanseroth tim hanseroth tanya tucker songwriters tanya tucker,Song Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['tanya tucker']
2019,62nd annual grammy awards 2019,her,1,hard place,ruby amanfu sam ashworth d arcelious harris her rodney jerkins songwriters her,Song Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['her']
2019,62nd annual grammy awards 2019,taylor swift,1,lover,taylor swift songwriter taylor swift,Song Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['taylor swift']
2019,62nd annual grammy awards 2019,lana del rey,1,norman fing rockwell,jack antonoff lana del rey songwriters lana del rey,Song Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['lana del rey']
2019,62nd annual grammy awards 2019,someone you loved,1,someone you loved,tom barnes lewis capaldi pete kelleher benjamin kohn sam roman songwriters lewis capaldi,Song Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['someone you loved']
2019,62nd annual grammy awards 2019,lizzo,1,truth hurts,steven cheung eric frederic melissa jefferson jesse saint john songwriters lizzo,Song Of The Year,2020-05-19 05:10:28,2020-05-19 05:10:28,['lizzo']
2019,62nd annual grammy awards 2019,billie eilish,1,billie eilish,,Best New Artist,2020-05-19 05:10:28,2020-05-19 05:10:28,['billie eilish']
2019,62nd annual grammy awards 2019,black pumas,1,black pumas,,Best New Artist,2020-05-19 05:10:28,2020-05-19 05:10:28,['black pumas']
2019,62nd annual grammy awards 2019,lil nas x,1,lil nas x,,Best New Artist,2020-05-19 05:10:28,2020-05-19 05:10:28,['lil nas x']
2019,62nd annual grammy awards 2019,lizzo,1,lizzo,,Best New Artist,2020-05-19 05:10:28,2020-05-19 05:10:28,['lizzo']
2019,62nd annual grammy awards 2019,maggie rogers,1,maggie rogers,,Best New Artist,2020-05-19 05:10:28,2020-05-19 05:10:28,['maggie rogers']
2019,62nd annual grammy awards 2019,rosalia,1,rosalia,,Best New Artist,2020-05-19 05:10:28,2020-05-19 05:10:28,['rosalia']
2019,62nd annual grammy awards 2019,tank and the bangas,1,tank and the bangas,,Best New Artist,2020-05-19 05:10:28,2020-05-19 05:10:28,['tank and the bangas']
2019,62nd annual grammy awards 2019,yola,1,yola,,Best New Artist,2020-05-19 05:10:28,2020-05-19 05:10:28,['yola']
2019,62nd annual grammy awards 2019,lizzo,1,truth hurts,ricky reed tele producers chris galland manny marroquin ethan shumaker engineersmixers chris gehringer mastering engineer,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['lizzo']
2019,62nd annual grammy awards 2019,beyonce,1,spirit,beyonce knowles-carter ed burke video directors steve pamon erinn williams video producers,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['beyonce']
2019,62nd annual grammy awards 2019,billie eilish,1,bad guy,finneas o'connell producer rob kinelski finneas o'connell engineersmixers john greenham mastering engineer,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['billie eilish']
2019,62nd annual grammy awards 2019,ariana grande,1,7 rings,charles anderson tommy brown michael foster victoria monet producers serban ghenea john hanes billy hickey brendan morawski engineersmixers randy merrill mastering engineer,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['ariana grande']
2019,62nd annual grammy awards 2019,taylor swift,1,you need to calm down,jack antonoff nathan chapman imogen heap max martin mattman robin ali payami shellback taylor swift ryan tedder noel zancanella producers jack antonoff mattias bylund smith carlson nathan chapman serban ghenea john hanes imogen heap sam holland michael ilbert brendan morawski laura sisk ryan tedder engineersmixers tom coyne mastering engineer,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['taylor swift']
2019,62nd annual grammy awards 2019,lil nas x featuring billy ray cyrus,1,old town road,andrew voxgod bolooki jocelyn jozzy donald youngkio producers andrew voxgod bolooki cinco joe grasso engineersmixers eric lagg mastering engineer,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,"['billy ray cyrus', 'featuring', 'lil nas x']"
2019,62nd annual grammy awards 2019,ariana grande social house,1,boyfriend,,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['ariana grande social house']
2019,62nd annual grammy awards 2019,jonas brothers,1,sucker,,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['jonas brothers']
2019,62nd annual grammy awards 2019,post malone swae lee,1,sunflower,louis bell carter lang producers louis bell manny marroquin engineersmixers mike bozzi mastering engineer,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['post malone swae lee']
2019,62nd annual grammy awards 2019,shawn mendes camila cabello,1,senorita,,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['shawn mendes camila cabello']
2019,62nd annual grammy awards 2019,elvis costello the imposters,1,look now,,Best Traditional Pop Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['elvis costello the imposters']
2019,62nd annual grammy awards 2019,andrea bocelli,1,si,,Best Traditional Pop Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['andrea bocelli']
2019,62nd annual grammy awards 2019,michael buble,1,love deluxe edition,bob rock producer eric helmkamp roger monk bob rock engineersmixers,Best Traditional Pop Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['michael buble']
2019,62nd annual grammy awards 2019,john legend,1,a legendary christmas,john legend producer manny marroquin engineermixer,Best Traditional Pop Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['john legend']
2019,62nd annual grammy awards 2019,barbra streisand,1,walls,,Best Traditional Pop Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['barbra streisand']
2019,62nd annual grammy awards 2019,billie eilish,1,when we all fall asleep where do we go,finneas o'connell producer rob kinelski finneas o'connell engineersmixers john greenham mastering engineer,Best Pop Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['billie eilish']
2019,62nd annual grammy awards 2019,beyonce,1,the lion king the gift,beyonce knowles-carter ed burke video directors steve pamon erinn williams video producers,Best Pop Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['beyonce']
2019,62nd annual grammy awards 2019,ariana grande,1,thank u next,charles anderson tommy brown michael foster victoria monet producers serban ghenea john hanes billy hickey brendan morawski engineersmixers randy merrill mastering engineer,Best Pop Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['ariana grande']
2019,62nd annual grammy awards 2019,ed sheeran,1,no6 collaborations project,ed sheeran producer joe rubel chris sclafani mark spike stent engineersmixers,Best Pop Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['ed sheeran']
2019,62nd annual grammy awards 2019,taylor swift,1,lover,jack antonoff nathan chapman imogen heap max martin mattman robin ali payami shellback taylor swift ryan tedder noel zancanella producers jack antonoff mattias bylund smith carlson nathan chapman serban ghenea john hanes imogen heap sam holland michael ilbert brendan morawski laura sisk ryan tedder engineersmixers tom coyne mastering engineer,Best Pop Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['taylor swift']
2019,62nd annual grammy awards 2019,the chemical brothers,1,got to keep on,the chemical brothers producers steve dub jones tom rowlands mixers,Best Dance Recording,2020-05-19 05:10:28,2020-05-19 05:10:28,['the chemical brothers']
2019,62nd annual grammy awards 2019,bonobo,1,linked,simon green producer simon green frank merritt mixers,Best Dance Recording,2020-05-19 05:10:28,2020-05-19 05:10:28,['bonobo']
2019,62nd annual grammy awards 2019,meduza featuring goodboys,1,piece of your heart,simone giani luca de gregorio mattia vitale producers simone giani luca de gregorio mattia vitale mixers,Best Dance Recording,2020-05-19 05:10:28,2020-05-19 05:10:28,"['featuring', 'goodboys', 'meduza']"
2019,62nd annual grammy awards 2019,rufus du sol,1,underwater,jason evigan rufus du sol producers cassian stewart-kasimba mixer,Best Dance Recording,2020-05-19 05:10:28,2020-05-19 05:10:28,['rufus du sol']
2019,62nd annual grammy awards 2019,skrillex boys noize ty dolla ign,1,midnight hour,boys noize skrillex producers tom norris skrillex mixers,Best Dance Recording,2020-05-19 05:10:28,2020-05-19 05:10:28,['skrillex boys noize ty dolla ign']
2019,62nd annual grammy awards 2019,the chemical brothers,1,no geography,the chemical brothers producers steve dub jones tom rowlands mixers,Best Danceelectronic Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['the chemical brothers']
2019,62nd annual grammy awards 2019,apparat,1,lp5,,Best Danceelectronic Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['apparat']
2019,62nd annual grammy awards 2019,flume,1,hi this is flume mixtape,flume producer eric j dubowsky flume engineersmixers,Best Danceelectronic Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['flume']
2019,62nd annual grammy awards 2019,rufus du sol,1,solace,jason evigan rufus du sol producers cassian stewart-kasimba mixer,Best Danceelectronic Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['rufus du sol']
2019,62nd annual grammy awards 2019,tycho featuring saint sinner,1,weather,,Best Danceelectronic Album,2020-05-19 05:10:28,2020-05-19 05:10:28,"['featuring', 'saint sinner', 'tycho']"
2019,62nd annual grammy awards 2019,rodrigo y gabriela,1,mettavolution,,Best Contemporary Instrumental Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['rodrigo y gabriela']
2019,62nd annual grammy awards 2019,christian scott atunde adjuah,1,ancestral recall,,Best Contemporary Instrumental Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['christian scott atunde adjuah']
2019,62nd annual grammy awards 2019,theo croker,1,star people nation,,Best Contemporary Instrumental Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['theo croker']
2019,62nd annual grammy awards 2019,mark guiliana,1,beat music beat music beat music,,Best Contemporary Instrumental Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['mark guiliana']
2019,62nd annual grammy awards 2019,lettuce,1,elevate,,Best Contemporary Instrumental Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['lettuce']
2019,62nd annual grammy awards 2019,gary clark jr,1,this land,savanah leaf video director jason cole danielle hinde alicia martinez devin sarno video producers,Best Rock Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['gary clark jr']
2019,62nd annual grammy awards 2019,bones uk,1,pretty waste,,Best Rock Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['bones uk']
2019,62nd annual grammy awards 2019,brittany howard,1,history repeats,,Best Rock Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['brittany howard']
2019,62nd annual grammy awards 2019,karen o danger mouse,1,woman,,Best Rock Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['karen o danger mouse']
2019,62nd annual grammy awards 2019,rival sons,1,too bad,,Best Rock Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['rival sons']
2019,62nd annual grammy awards 2019,tool,1,7empest,,Best Metal Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['tool']
2019,62nd annual grammy awards 2019,candlemass featuring tony iommi,1,astorolus - the great octopus,,Best Metal Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,"['candlemass', 'featuring', 'tony iommi']"
2019,62nd annual grammy awards 2019,death angel,1,humanicide,,Best Metal Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['death angel']
2019,62nd annual grammy awards 2019,i prevail,1,bow down,,Best Metal Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['i prevail']
2019,62nd annual grammy awards 2019,killswitch engage,1,unleashed,,Best Metal Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['killswitch engage']
2019,62nd annual grammy awards 2019,gary clark jr,1,this land,gary clark jr songwriter gary clark jr,Best Rock Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['gary clark jr']
2019,62nd annual grammy awards 2019,fear inoculum,1,fear inoculum,danny carey justin chancellor adam jones maynard james keenan songwriters tool,Best Rock Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['fear inoculum']
2019,62nd annual grammy awards 2019,give yourself a try,1,give yourself a try,george daniel adam hann matthew healy ross macdonald songwriters the 1975,Best Rock Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['give yourself a try']
2019,62nd annual grammy awards 2019,harmony hall,1,harmony hall,ezra koenig songwriter vampire weekend,Best Rock Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['harmony hall']
2019,62nd annual grammy awards 2019,brittany howard,1,history repeats,brittany howard songwriter brittany howard,Best Rock Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['brittany howard']
2019,62nd annual grammy awards 2019,cage the elephant,1,social cues,dan auerbach producer collin dupuis tom elmhirst engineersmixers,Best Rock Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['cage the elephant']
2019,62nd annual grammy awards 2019,bring me the horizon,1,amo,,Best Rock Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['bring me the horizon']
2019,62nd annual grammy awards 2019,the cranberries,1,in the end,,Best Rock Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['the cranberries']
2019,62nd annual grammy awards 2019,i prevail,1,trauma,,Best Rock Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['i prevail']
2019,62nd annual grammy awards 2019,rival sons,1,feral roots,,Best Rock Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['rival sons']
2019,62nd annual grammy awards 2019,vampire weekend,1,father of the bride,ezra koenig ariel rechtshaid producers john debold chris kasych takemasa kosaka ariel rechtshaid hiroya takayama engineersmixers ezra koenig songwriter emily lazar mastering engineer,Best Alternative Music Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['vampire weekend']
2019,62nd annual grammy awards 2019,big thief,1,ufof,,Best Alternative Music Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['big thief']
2019,62nd annual grammy awards 2019,james blake,1,assume form,,Best Alternative Music Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['james blake']
2019,62nd annual grammy awards 2019,bon iver,1,ii,bj burton brad cook chris messina justin vernon producers bj burton zach hanson chris messina engineersmixers greg calbi mastering engineer,Best Alternative Music Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['bon iver']
2019,62nd annual grammy awards 2019,thom yorke,1,anima,paul thomas anderson video director paul thomas anderson erica frauman sara murphy video producers,Best Alternative Music Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['thom yorke']
2019,62nd annual grammy awards 2019,anderson paak featuring andre 3000,1,come home,,Best Rock Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,"['anderson paak', 'andre', 'featuring']"
2019,62nd annual grammy awards 2019,daniel caesar brandy,1,love again,,Best Rock Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['daniel caesar brandy']
2019,62nd annual grammy awards 2019,her featuring bryson tiller,1,could've been,,Best Rock Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,"['bryson tiller', 'featuring', 'her']"
2019,62nd annual grammy awards 2019,lizzo featuring gucci mane,1,exactly how i feel,,Best Rock Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,"['featuring', 'gucci mane', 'lizzo']"
2019,62nd annual grammy awards 2019,lucky daye,1,roll some mo,,Best Rock Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['lucky daye']
2019,62nd annual grammy awards 2019,lizzo,1,jerome,ricky reed tele producers chris galland manny marroquin ethan shumaker engineersmixers chris gehringer mastering engineer,Best Traditional Rb Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['lizzo']
2019,62nd annual grammy awards 2019,bj the chicago kid,1,time today,,Best Traditional Rb Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['bj the chicago kid']
2019,62nd annual grammy awards 2019,indiaarie,1,steady love,indiaarie shannon sanders producers alvin speights engineermixer,Best Traditional Rb Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['indiaarie']
2019,62nd annual grammy awards 2019,lucky daye,1,real games,,Best Traditional Rb Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['lucky daye']
2019,62nd annual grammy awards 2019,pj morton featuring jazmine sullivan,1,built for love,,Best Traditional Rb Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,"['featuring', 'jazmine sullivan', 'pj morton']"
2019,62nd annual grammy awards 2019,say so,1,say so,pj morton songwriter pj morton featuring jojo,Best Rb Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['say so']
2019,62nd annual grammy awards 2019,her featuring bryson tiller,1,could've been,dernst emile ii david swagg r'celious harris her hue soundzfire strother songwriters her featuring bryson tiller,Best Rb Song,2020-05-19 05:10:28,2020-05-19 05:10:28,"['bryson tiller', 'featuring', 'her']"
2019,62nd annual grammy awards 2019,look at me now,1,look at me now,emily king jeremy most songwriters emily king,Best Rb Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['look at me now']
2019,62nd annual grammy awards 2019,no guidance,1,no guidance,chris brown tyler james bryant nija charles aubrey graham anderson hernandez joshua huizar michee patrick lebrun noah shebib teddy walton songwriters chris brown featuring drake,Best Rb Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['no guidance']
2019,62nd annual grammy awards 2019,lucky daye,1,roll some mo,david brown dernst emile ii peter lee johnson songwriters lucky daye,Best Rb Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['lucky daye']
2019,62nd annual grammy awards 2019,lizzo,1,cuz i love you deluxe,ricky reed tele producers chris galland manny marroquin ethan shumaker engineersmixers chris gehringer mastering engineer,Best Urban Contemporary Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['lizzo']
2019,62nd annual grammy awards 2019,steve lacy,1,apollo xxi,,Best Urban Contemporary Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['steve lacy']
2019,62nd annual grammy awards 2019,georgia anne muldrow,1,overload,,Best Urban Contemporary Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['georgia anne muldrow']
2019,62nd annual grammy awards 2019,nao,1,saturn,,Best Urban Contemporary Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['nao']
2019,62nd annual grammy awards 2019,jessie reyez,1,being human in public,,Best Urban Contemporary Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['jessie reyez']
2019,62nd annual grammy awards 2019,anderson paak,1,ventura,,Best Rock Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['anderson paak']
2019,62nd annual grammy awards 2019,bj the chicago kid,1,1123,,Best Rock Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['bj the chicago kid']
2019,62nd annual grammy awards 2019,lucky daye,1,painted,,Best Rock Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['lucky daye']
2019,62nd annual grammy awards 2019,ella mai,1,ella mai,,Best Rock Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['ella mai']
2019,62nd annual grammy awards 2019,pj morton,1,paul,,Best Rock Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['pj morton']
2019,62nd annual grammy awards 2019,nipsey hussle featuring roddy ricch hit-boy,1,racks in the middle,,Best Rb Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,"['featuring', 'nipsey hussle', 'roddy ricch hitboy']"
2019,62nd annual grammy awards 2019,j cole,1,middle child,,Best Rb Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['j cole']
2019,62nd annual grammy awards 2019,dababy,1,suge,,Best Rb Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['dababy']
2019,62nd annual grammy awards 2019,dreamville featuring jid bas j cole earthgang young nudy,1,down bad,,Best Rb Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,"['dreamville', 'featuring', 'jid bas j cole earthgang young nudy']"
2019,62nd annual grammy awards 2019,offset featuring cardi b,1,clout,,Best Rb Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,"['cardi b', 'featuring', 'offset']"
2019,62nd annual grammy awards 2019,dj khaled featuring nipsey hussle john legend,1,higher,,Best Rap Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,"['dj khaled', 'featuring', 'nipsey hussle john legend']"
2019,62nd annual grammy awards 2019,lil baby gunna,1,drip too hard,,Best Rap Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['lil baby gunna']
2019,62nd annual grammy awards 2019,lil nas x,1,panini,joe grasso engineermixer montero lamar hill songwriter eric lagg mastering engineer,Best Rap Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['lil nas x']
2019,62nd annual grammy awards 2019,mustard featuring roddy ricch,1,ballin',,Best Rap Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,"['featuring', 'mustard', 'roddy ricch']"
2019,62nd annual grammy awards 2019,young thug featuring j cole travis scott,1,the london,,Best Rap Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,"['featuring', 'j cole travis scott', 'young thug']"
2019,62nd annual grammy awards 2019,a lot,1,a lot,jermaine cole dacoury natche 21 savage anthony white songwriters 21 savage featuring j cole,Best Rb Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['a lot']
2019,62nd annual grammy awards 2019,bad idea,1,bad idea,chancelor bennett cordae dunston uforo ebong daniel hackett songwriters ybn cordae featuring chance the rapper,Best Rb Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['bad idea']
2019,62nd annual grammy awards 2019,gold roses,1,gold roses,noel cadastre aubrey graham anderson hernandez khristopher riddick-tynes william leonard roberts ii joshua quinton scruggs leon thomas iii ozan yildirim songwriters rick ross featuring drake,Best Rb Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['gold roses']
2019,62nd annual grammy awards 2019,nipsey hussle featuring roddy ricch hit-boy,1,racks in the middle,ermias asghedom dustin james corbett greg allen davis chauncey hollis jr rodrick moore songwriters nipsey hussle featuring roddy ricch hit-boy,Best Rb Song,2020-05-19 05:10:28,2020-05-19 05:10:28,"['featuring', 'nipsey hussle', 'roddy ricch hitboy']"
2019,62nd annual grammy awards 2019,dababy,1,suge,dababy jetsonmade pooh beatz songwriters dababy,Best Rb Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['dababy']
2019,62nd annual grammy awards 2019,tyler the creator,1,igor,,Best Rb Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['tyler the creator']
2019,62nd annual grammy awards 2019,dreamville,1,revenge of the dreamers iii,,Best Rb Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['dreamville']
2019,62nd annual grammy awards 2019,meek mill,1,championships,,Best Rb Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['meek mill']
2019,62nd annual grammy awards 2019,21 savage,1,i am i was,,Best Rb Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['savage']
2019,62nd annual grammy awards 2019,ybn cordae,1,the lost boy,,Best Rb Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['ybn cordae']
2019,62nd annual grammy awards 2019,willie nelson,1,ride me back home,buddy cannon matt rollings producers tony castle steve chadie ed cherney engineersmixers,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['willie nelson']
2019,62nd annual grammy awards 2019,tyler childers,1,all your'n,,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['tyler childers']
2019,62nd annual grammy awards 2019,ashley mcbryde,1,girl goin' nowhere,,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['ashley mcbryde']
