year,title,artist,winner,nominee,workers,category,updated_at,published_at,artist_list
2018,61st annual grammy awards 2018,john daversa big band featuring daca artists,1,american dreamers voices of hope music of freedom,doug davis kabir sehgal producers oscar autie engineermixer,Best Large Jazz Ensemble Album,2019-09-10 01:06:11,2018-12-06 23:48:49,"['daca artists', 'featuring', 'john daversa big band']"
2018,61st annual grammy awards 2018,dafnis prieto big band,1,back to the sunset,eric oberstein producer joe marciano max ross engineersmixers,Best Latin Jazz Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['dafnis prieto big band']
2018,61st annual grammy awards 2018,never alone,1,never alone,tori kelly featuring kirk franklin kirk franklin victoria kelly songwriters,Best Gospel Performancesong,2019-09-10 01:06:11,2018-12-06 23:48:49,['never alone']
2018,61st annual grammy awards 2018,you say,1,you say,lauren daigle lauren daigle jason ingram paul mabury songwriters,Best Contemporary Christian Music Performancesong,2019-09-10 01:06:11,2018-12-06 23:48:49,['you say']
2018,61st annual grammy awards 2018,tori kelly,1,hiding place,kirk franklin ronald hill max stark producers rob chiarelli michael havens engineersmixers,Best Gospel Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['tori kelly']
2018,61st annual grammy awards 2018,lauren daigle,1,look up child,jason ingram paul mabury producers mark endert buckley miller engineersmixers,Best Contemporary Christian Music Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['lauren daigle']
2018,61st annual grammy awards 2018,jason crabb,1,unexpected,jay demarcus producer derek bason engineermixer,Best Roots Gospel Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['jason crabb']
2018,61st annual grammy awards 2018,claudia brant,1,sincera,cheche alara antonio moogie canazio producers antonio moogie canazio engineermixer,Best Latin Pop Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['claudia brant']
2018,61st annual grammy awards 2018,zoe,1,aztlan,phil vinall zoe producers juan sebastian rodriguez craig silvey engineersmixers,Best Latin Rock Urban Or Alternative Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['zoe']
2018,61st annual grammy awards 2018,luis miguel,1,mexico por siempre,luis miguel david reitzas producers david reitzas jess sutcliffe engineersmixers,Best Regional Mexican Music Album Including Tejano,2019-09-10 01:06:11,2018-12-06 23:48:49,['luis miguel']
2018,61st annual grammy awards 2018,spanish harlem orchestra,1,anniversary,doug beavers producer kyle cassel guido diaz engineersmixers,Best Tropical Latin Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['spanish harlem orchestra']
2018,61st annual grammy awards 2018,brandi carlile,1,the joke,dave cobb shooter jennings producers eddie spear engineermixer,Best American Roots Performance,2019-09-10 01:06:11,2018-12-06 23:48:49,['brandi carlile']
2018,61st annual grammy awards 2018,brandi carlile,1,the joke,brandi carlile dave cobb phil hanseroth tim hanseroth songwriters brandi carlile,Best American Roots Song,2019-09-10 01:06:11,2018-12-06 23:48:49,['brandi carlile']
2018,61st annual grammy awards 2018,brandi carlile,1,by the way i forgive you,dave cobb shooter jennings producers eddie spear engineermixer,Best Americana Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['brandi carlile']
2018,61st annual grammy awards 2018,the travelin' mccourys,1,the travelin' mccourys,the travelin' mccourys producers sean sullivan engineermixer,Best Bluegrass Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['the travelin mccourys']
2018,61st annual grammy awards 2018,buddy guy,1,the blues is alive and well,tom hambridge producer,Best Traditional Blues Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['buddy guy']
2018,61st annual grammy awards 2018,fantastic negrito,1,please don't be dead,fantastic negrito producer nahuel bronzini alexandro migui maloles matt winegar engineersmixers,Best Contemporary Blues Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['fantastic negrito']
2018,61st annual grammy awards 2018,punch brothers,1,all ashore,punch brothers producers jason wormer engineermixer,Best Rock Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['punch brothers']
2018,61st annual grammy awards 2018,kalani pe'a,1,no 'ane'i,allan b cool kalani pe'a dave tucciarone producers dave tucciarone engineermixer,Best Regional Roots Music Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['kalani pea']
2018,61st annual grammy awards 2018,sting shaggy,1,44876,sting international producer tony lake robert orton engineersmixers,Best Reggae Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['sting shaggy']
2018,61st annual grammy awards 2018,soweto gospel choir,1,freedom,diniloxolo ndlakuse producer gabs agostino tarick joseph richard mitchell oyama songo engineersmixers,Best World Music Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['soweto gospel choir']
2018,61st annual grammy awards 2018,lucy kalantari the jazz cats,1,all the sounds,denise barbarita engineermixer,Best Children'S Music Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['lucy kalantari the jazz cats']
2018,61st annual grammy awards 2018,jimmy carter,1,faith - a journey for all,elisa shokoff producer rick bradley john st denis engineersmixers,Best Spoken Word Album Includes Poetry Audio Books Storytelling,2019-09-10 01:06:11,2018-12-06 23:48:49,['jimmy carter']
2018,61st annual grammy awards 2018,dave chappelle,1,equanimity the bird revelation,rikki hughes stan lathan sina sadighi carla sims geof wills producers brian riordan engineermixer,Best Comedy Album,2019-09-10 01:06:11,2018-12-06 23:48:49,['dave chappelle']
2018,61st annual grammy awards 2018,,1,the band's visit,etai benson adam kantor katrina lenk ari'el stachel principal soloists dean sharenow david yazbek producers david yazbek composer lyricist original broadway cast dean sharenow engineermixer,Best Musical Theater Album,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,hugh jackman various artists,1,the greatest showman,alex lacamoire benj pasek justin paul greg wells compilation producers derik lee ian macgregor greg wells engineersmixers,Best Compilation Soundtrack For Visual Media,2019-09-10 01:06:11,2018-12-06 23:48:49,['hugh jackman various artists']
2018,61st annual grammy awards 2018,,1,black panther,ludwig goransson composer ludwig goransson producer chris fogel engineermixer,Best Score Soundtrack For Visual Media,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,lady gaga bradley cooper,1,shallow,lady gaga mark ronson anthony rossomando andrew wyatt songwriters lady gaga bradley cooper,Best Song Written For Visual Media,2019-09-10 01:06:11,2018-12-06 23:48:49,['lady gaga bradley cooper']
2018,61st annual grammy awards 2018,,1,blut und boden blood and soil,terence blanchard composer terence blanchard,Best Instrumental Composition,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,stars and stripes forever,john daversa arranger john daversa big band featuring daca artists,Best Arrangement Instrumental Or A Cappella,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,spiderman theme,mark kibble randy waldman justin wilson arrangers randy waldman featuring take 6 chris potter,Best Arrangement Instruments And Vocals,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,masseduction,willo perron art director st vincent,Best Recording Package,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,squeeze box the complete works of weird al yankovic,meghan foley annie stoll al yankovic art directors weird al yankovic,Best Boxed Or Special Limited Edition Package,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,voices of mississippi artists and musicians documented by william ferris,david evans album notes writer various artists,Best Album Notes,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,voices of mississippi artists and musicians documented by william ferris,william ferris april ledbetter steven lance ledbetter compilation producers michael graves mastering engineer various artists,Best Historical Album,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,beck,1,colors,julian burg serban ghenea david elevator greenbaum john hanes beck hansen greg kurstin florian lagatta cole mgn alex pasco jesse shatkin darrell thorp cassidy turbin engineers chris bellman tom coyne emily lazar randy merrill mastering engineers beck,Best Engineered Album NonClassical,2019-09-10 01:06:11,2018-12-06 23:48:49,['beck']
2018,61st annual grammy awards 2018,,1,pharrell williams,,Producer Of The Year NonClassical,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,walking away mura masa remix,alex crossan remixer haim,Best Remixed Recording,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,eye in the sky - 35th anniversary edition,alan parsons surround mix engineer dave donnelly pj olsson alan parsons surround mastering engineers alan parsons surround producer the alan parsons project,Best Immersive Audio Album,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,shostakovich symphonies nos 4 11,shawn murphy nick squire engineers tim martyn mastering engineer andris nelsons boston symphony orchestra,Best Engineered Album NonClassical,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,blanton alspaugh,,Producer Of The Year NonClassical,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,shostakovich symphonies nos 4 11,andris nelsons conductor boston symphony orchestra tim martyn producer shawn murphy nick squire engineersmixers,Best Metal Performance,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,bates the revolution of steve jobs,michael christie conductor sasha cooke jessica e jones edward parks garrett sorenson wei wu elizabeth ostrow producer the santa fe opera orchestra mark donahue dirk sobotka engineers mark donahue mixer,Best Opera Recording,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,mcloskey zealot canticles,donald nally conductor doris hall-gulati rebecca harris arlen hlusko lorenzo raval mandy wolman the crossing paul vazquez producer,Best Choral Performance,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,anderson laurie landfall,laurie anderson kronos quartet scott fraser producer,Best Chamber Musicsmall Ensemble Performance,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,kernis violin concerto,james ehnes ludovic morlot conductor seattle symphony,Best Classical Instrumental Solo,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,songs of orpheus - monteverdi caccini d'india landi,karim sulayman jeannette sorrell conductor apollo's fire ensembles erica brenner producer ian dobie engineer ian dobie daniel shores mixers,Best Classical Solo Vocal Album,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,fuchs piano concerto 'spiritualist' poems of life glacier rush,joann falletta conductor tim handley producer jonathan allen engineer,Best Classical Compendium,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,,1,kernis violin concerto,aaron jay kernis composer james ehnes ludovic morlot seattle symphony,Best Contemporary Classical Composition,2019-09-10 01:06:11,2018-12-06 23:48:49,[]
2018,61st annual grammy awards 2018,childish gambino,1,this is america,hiro murai video director ibra ake jason cole fam rothstein video producers,Best Music Video,2019-09-10 01:06:11,2018-12-06 23:48:49,['childish gambino']
2018,61st annual grammy awards 2018,quincy jones,1,quincy,alan hicks rashida jones video directors paula dupre pesmen video producer,Best Music Film,2019-09-10 01:06:11,2018-12-06 23:48:49,['quincy jones']
2017,60th annual grammy awards 2017,bruno mars,1,24k magic,shampoo press curl christopher brody brown philip lawrence bruno mars producers serban ghenea john hanes charles moniz engineersmixers tom coyne mastering engineer,Record Of The Year,2019-09-10 01:06:11,2018-05-22 03:08:24,['bruno mars']
2017,60th annual grammy awards 2017,bruno mars,1,24k magic,shampoo press curl christopher brody brown philip lawrence bruno mars producers serban ghenea john hanes charles moniz engineersmixers christopher brody brown james fauntleroy philip lawrence bruno mars songwriters tom coyne mastering engineer,Album Of The Year,2019-09-10 01:06:11,2018-05-22 03:08:24,['bruno mars']
2017,60th annual grammy awards 2017,bruno mars,1,that's what i like,christopher brody brown james fauntleroy philip lawrence bruno mars ray charles mccullough ii jeremy reeves ray romulus jonathan yip songwriters bruno mars,Song Of The Year,2019-09-10 01:06:11,2018-05-22 03:08:24,['bruno mars']
2017,60th annual grammy awards 2017,alessia cara,1,alessia cara,,Best New Artist,2019-09-10 01:06:11,2018-05-22 03:08:24,['alessia cara']
2017,60th annual grammy awards 2017,ed sheeran,1,shape of you,ed sheeran producer joe rubel chris sclafani mark spike stent engineersmixers,Best Pop Solo Performance,2019-09-10 01:06:11,2018-05-22 03:08:24,['ed sheeran']
2017,60th annual grammy awards 2017,portugal the man,1,feel it still,,Best Pop Solo Performance,2019-09-10 01:06:11,2018-05-22 03:08:24,['portugal the man']
2017,60th annual grammy awards 2017,various artists,1,tony bennett celebrates 90,dae bennett producer dae bennett john harris engineersmixers,Best Traditional Pop Vocal Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['various artists']
2017,60th annual grammy awards 2017,ed sheeran,1,divide,ed sheeran producer joe rubel chris sclafani mark spike stent engineersmixers,Best Pop Vocal Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['ed sheeran']
2017,60th annual grammy awards 2017,lcd soundsystem,1,tonite,james murphy producer james murphy mixer,Best Dance Recording,2019-09-10 01:06:11,2018-05-22 03:08:24,['lcd soundsystem']
2017,60th annual grammy awards 2017,kraftwerk,1,3-d the catalogue,serge grafe engineermixer,Best Danceelectronic Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['kraftwerk']
2017,60th annual grammy awards 2017,jeff lorber fusion,1,prototype,peter mokran engineermixer,Best Contemporary Instrumental Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['jeff lorber fusion']
2017,60th annual grammy awards 2017,leonard cohen,1,you want it darker,,Best Rock Performance,2019-09-10 01:06:11,2018-05-22 03:08:24,['leonard cohen']
2017,60th annual grammy awards 2017,mastodon,1,sultan's curse,,Best Metal Performance,2019-09-10 01:06:11,2018-05-22 03:08:24,['mastodon']
2017,60th annual grammy awards 2017,run,1,run,foo fighters dave grohl taylor hawkins rami jaffee nate mendel chris shiflett pat smear songwriters foo fighters,Best Rock Song,2019-09-10 01:06:11,2018-05-22 03:08:24,['run']
2017,60th annual grammy awards 2017,the war on drugs,1,a deeper understanding,shawn everett engineermixer,Best Rock Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['the war on drugs']
2017,60th annual grammy awards 2017,the national,1,sleep well beast,david chalmin peter katis jonathan low sean o'brien engineersmixers,Best Alternative Music Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['the national']
2017,60th annual grammy awards 2017,bruno mars,1,that's what i like,shampoo press curl christopher brody brown philip lawrence bruno mars producers serban ghenea john hanes charles moniz engineersmixers tom coyne mastering engineer,Best Rock Performance,2019-09-10 01:06:11,2018-05-22 03:08:24,['bruno mars']
2017,60th annual grammy awards 2017,childish gambino,1,redbone,donald glover ludwig goransson producers derek mixedbyali ali kesha lee riley mackin shaan singh alex tumay engineersmixers mike bozzi mastering engineer,Best Traditional Rb Performance,2019-09-10 01:06:11,2018-05-22 03:08:24,['childish gambino']
2017,60th annual grammy awards 2017,bruno mars,1,that's what i like,christopher brody brown james fauntleroy ray charles mccullough ii philip lawrence bruno mars jeremy reeves ray romulus jonathan yip songwriters bruno mars,Best Rb Song,2019-09-10 01:06:11,2018-05-22 03:08:24,['bruno mars']
2017,60th annual grammy awards 2017,the weeknd,1,starboy,circut doc mckinney the weeknd producers serban ghenea john hanes doc mckinney josh smith engineersmixers,Best Urban Contemporary Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['the weeknd']
2017,60th annual grammy awards 2017,bruno mars,1,24k magic,shampoo press curl producers serban ghenea john hanes charles moniz engineersmixers,Best Rock Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['bruno mars']
2017,60th annual grammy awards 2017,kendrick lamar,1,humble,sounwave anthony topdawg tiffith producers derek mixedbyali ali james the white black man hunt matt schaeffer engineersmixers,Best Rb Performance,2019-09-10 01:06:11,2018-05-22 03:08:24,['kendrick lamar']
2017,60th annual grammy awards 2017,kendrick lamar featuring rihanna,1,loyalty,,Best Rap Performance,2019-09-10 01:06:11,2018-05-22 03:08:24,"['featuring', 'kendrick lamar', 'rihanna']"
2017,60th annual grammy awards 2017,kendrick lamar,1,humble,kendrick duckworth asheton hogan michael williams ii anthony tiffith songwriters kendrick lamar,Best Rb Song,2019-09-10 01:06:11,2018-05-22 03:08:24,['kendrick lamar']
2017,60th annual grammy awards 2017,kendrick lamar,1,damn,sounwave anthony topdawg tiffith producers derek mixedbyali ali james the white black man hunt matt schaeffer engineersmixers,Best Rb Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['kendrick lamar']
2017,60th annual grammy awards 2017,chris stapleton,1,either way,dave cobb chris stapleton producers vance powell engineermixer,Best Pop Solo Performance,2019-09-10 01:06:11,2018-05-22 03:08:24,['chris stapleton']
2017,60th annual grammy awards 2017,little big town,1,better man,,Best Country Solo Performance,2019-09-10 01:06:11,2018-05-22 03:08:24,['little big town']
2017,60th annual grammy awards 2017,broken halos,1,broken halos,mike henderson chris stapleton songwriters chris stapleton,Best Country Song,2019-09-10 01:06:11,2018-05-22 03:08:24,['broken halos']
2017,60th annual grammy awards 2017,chris stapleton,1,from a room volume 1,dave cobb chris stapleton producers vance powell engineermixer,Best Country Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['chris stapleton']
2017,60th annual grammy awards 2017,peter kater,1,dancing on water,peter kater producer peter kater engineermixer,Best New Age Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['peter kater']
2017,60th annual grammy awards 2017,,1,miles beyond,john mclaughlin soloist,Best Improvised Jazz Solo,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,cecile mclorin salvant,1,dreams and daggers,al pryor cecile mclorin salvant producers todd whitelock damon whittemore engineersmixers,Best Jazz Vocal Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['cecile mclorin salvant']
2017,60th annual grammy awards 2017,billy childs,1,rebirth,billy childs producer rich breen engineermixer,Best Jazz Instrumental Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['billy childs']
2017,60th annual grammy awards 2017,christian mcbride big band,1,bringin' it,todd whitelock engineermixer,Best Large Jazz Ensemble Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['christian mcbride big band']
2017,60th annual grammy awards 2017,pablo ziegler trio,1,jazz tango,kabir sehgal producer,Best Latin Jazz Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['pablo ziegler trio']
2017,60th annual grammy awards 2017,never have to be alone,1,never have to be alone,cece winans dwan hill alvin love iii songwriters,Best Gospel Performancesong,2019-09-10 01:06:11,2018-05-22 03:08:24,['never have to be alone']
2017,60th annual grammy awards 2017,what a beautiful name,1,what a beautiful name,hillsong worship ben fielding brooke ligertwood songwriters,Best Contemporary Christian Music Performancesong,2019-09-10 01:06:11,2018-05-22 03:08:24,['what a beautiful name']
2017,60th annual grammy awards 2017,cece winans,1,let them fall in love,alvin love iii tommy sims producers jimmy douglass ben kane vance powell engineersmixers,Best Gospel Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['cece winans']
2017,60th annual grammy awards 2017,zach williams,1,chain breaker,jonathan smith producer jon kaplan buckley miller jonathan smith colby wedgeworth mark zellmer engineersmixers,Best Contemporary Christian Music Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['zach williams']
2017,60th annual grammy awards 2017,reba mcentire,1,sing it now songs of faith hope,reba mcentire doug sisemore producers sean neff todd tidwell engineersmixers,Best Roots Gospel Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['reba mcentire']
2017,60th annual grammy awards 2017,shakira,1,el dorado,shakira producer carlos hernandez carbonell dave clauss engineersmixers,Best Latin Pop Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['shakira']
2017,60th annual grammy awards 2017,residente,1,residente,residente producer rafael arcaute beatriz artola tom elmhirst phil joly engineersmixers,Best Latin Rock Urban Or Alternative Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['residente']
2017,60th annual grammy awards 2017,aida cuevas,1,arrieros somos sesiones acusticas,rodrigo cuevas producer rodrigo cuevas gael hedding acradio hernandez engineersmixers,Best Regional Mexican Music Album Including Tejano,2019-09-10 01:06:11,2018-05-22 03:08:24,['aida cuevas']
2017,60th annual grammy awards 2017,ruben blades con roberto delgado orquesta,1,salsa big band,pablo governatori ignacio molino engineersmixers,Best Tropical Latin Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['ruben blades con roberto delgado orquesta']
2017,60th annual grammy awards 2017,alabama shakes,1,killer diller blues,alabama shakes zac cockrell heath fogg brittany howard steve johnson blake mills producers,Best American Roots Performance,2019-09-10 01:06:11,2018-05-22 03:08:24,['alabama shakes']
2017,60th annual grammy awards 2017,if we were vampires,1,if we were vampires,jason isbell songwriter jason isbell and the 400 unit,Best American Roots Song,2019-09-10 01:06:11,2018-05-22 03:08:24,['if we were vampires']
2017,60th annual grammy awards 2017,jason isbell and the 400 unit,1,the nashville sound,dave cobb producer matt ross-spang engineermixer,Best Americana Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['jason isbell and the  unit']
2017,60th annual grammy awards 2017,the infamous stringdusters,1,laws of gravity,billy hume the infamous stringdusters producers billy hume engineermixer,Best Bluegrass Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['the infamous stringdusters']
2017,60th annual grammy awards 2017,rhonda vincent and the rage,1,all the rage - in concert volume one live,rhonda vincent and the rage producers joey crawford joe martino engineersmixers,Best Bluegrass Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['rhonda vincent and the rage']
2017,60th annual grammy awards 2017,the rolling stones,1,blue lonesome,don was producer krish sharma engineermixer,Best Traditional Blues Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['the rolling stones']
2017,60th annual grammy awards 2017,taj mahal keb' mo',1,tajmo,taj mahal keb' mo' producers zach allen john caldwell ross hogarth casey wasner engineersmixers,Best Contemporary Blues Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['taj mahal keb mo']
2017,60th annual grammy awards 2017,aimee mann,1,mental illness,paul bryan producer paul bryan ryan freeland engineersmixers,Best Rock Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['aimee mann']
2017,60th annual grammy awards 2017,lost bayou ramblers,1,kalenda,,Best Regional Roots Music Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['lost bayou ramblers']
2017,60th annual grammy awards 2017,damian jr gong marley,1,stony hill,damian jr gong marley producer marc lee gennaro geronimo schiano engineersmixers,Best Reggae Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['damian jr gong marley']
2017,60th annual grammy awards 2017,ladysmith black mambazo,1,shaka zulu revisited 30th anniversary celebration,mitch goldstein ladysmith black mambazo producers nonhlanhla buthelezi mthandeni mvelase engineersmixers,Best World Music Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['ladysmith black mambazo']
2017,60th annual grammy awards 2017,lisa loeb,1,feel what u feel,rich jacques lisa loeb producers rich jacques brian yaskulka engineersmixers,Best Children'S Music Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['lisa loeb']
2017,60th annual grammy awards 2017,carrie fisher,1,the princess diarist,dan zitt producer nikki banks maurer engineermixer,Best Spoken Word Album Includes Poetry Audio Books Storytelling,2019-09-10 01:06:11,2018-05-22 03:08:24,['carrie fisher']
2017,60th annual grammy awards 2017,dave chappelle,1,the age of spin deep in the heart of texas,rikki hughes stan lathan sina sadighi carla sims geof wills producers michael abbott engineermixer,Best Comedy Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['dave chappelle']
2017,60th annual grammy awards 2017,,1,dear evan hansen,laura dreyfuss mike faist rachel bay jones kristolyn lloyd michael park ben platt will roland jennifer laura thompson principal soloists benj pasek justin paul composerslyricists pete ganbarg alex lacamoire stacey mindich benj pasek justin paul producers neal avron derik lee engineersmixers original broadway cast recording,Best Musical Theater Album,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,various artists,1,la la land,justin hurwitz marius de vries compilation producers steven gizicki music supervisor nicholai baxter engineermixer,Best Compilation Soundtrack For Visual Media,2019-09-10 01:06:11,2018-05-22 03:08:24,['various artists']
2017,60th annual grammy awards 2017,various artists,1,la la land,justin hurwitz composer justin hurwitz producer nicholai baxter engineermixer justin hurwitz,Best Score Soundtrack For Visual Media,2019-09-10 01:06:11,2018-05-22 03:08:24,['various artists']
2017,60th annual grammy awards 2017,lin-manuel miranda songwriter auli'i cravalho,1,how far i'll go,,Best Song Written For Visual Media,2019-09-10 01:06:11,2018-05-22 03:08:24,['linmanuel miranda songwriter aulii cravalho']
2017,60th annual grammy awards 2017,,1,three revolutions,arturo o'farrill composer arturo o'farrill chucho valdes,Best Instrumental Composition,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,escapades for alto saxophone and orchestra from catch me if you can,john williams arranger john williams,Best Arrangement Instrumental Or A Cappella,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,putin,randy newman arranger randy newman,Best Arrangement Instruments And Vocals,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,el orisha de la rosa,carlos dussan juliana jaramillo juan felipe martinez claudio roncoli art directors magin diaz,Best Recording Package,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,pure comedy deluxe edition,sasha barr ed steed josh tillman art directors father john misty,Best Recording Package,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,the voyager golden record 40th anniversary edition,lawrence azerrad timothy daly david pescovitz art directors various artists,Best Boxed Or Special Limited Edition Package,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,live at the whisky a go go the complete recordings,lynell george album notes writer otis redding,Best Album Notes,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,leonard bernstein - the composer,robert russ compilation producer martin kistner andreas k meyer mastering engineers leonard bernstein,Best Historical Album,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,bruno mars,1,24k magic,serban ghenea john hanes charles moniz engineers tom coyne mastering engineer bruno mars,Best Engineered Album NonClassical,2019-09-10 01:06:11,2018-05-22 03:08:24,['bruno mars']
2017,60th annual grammy awards 2017,,1,greg kurstin,,Producer Of The Year NonClassical,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,depeche mode,1,you move latroit remix,dennis white remixer,Best Remixed Recording,2019-09-10 01:06:11,2018-05-22 03:08:24,['depeche mode']
2017,60th annual grammy awards 2017,jane ira bloom,1,early americans,jim anderson surround mix engineer darcy proper surround mastering engineer jim anderson jane ira bloom surround producers,Best Surround Sound Album,2019-09-10 01:06:11,2018-05-22 03:08:24,['jane ira bloom']
2017,60th annual grammy awards 2017,,1,shostakovich symphony no 5 barber adagio,mark donahue engineer manfred honeck pittsburgh symphony orchestra,Best Engineered Album NonClassical,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,david frost,,Producer Of The Year NonClassical,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,shostakovich symphony no 5 barber adagio,manfred honeck conductor dirk sobotka producer mark donahue engineer pittsburgh symphony orchestra,Best Metal Performance,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,berg wozzeck,hans graf conductor hans graf brad sayles producers anne schwanewilms roman trekel soloists brad sayles engineer chorus of students and alumni shepherd school of music rice university houston grand opera children's chorus houston symphony,Best Opera Recording,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,bryars the fifth century,donald nally conductor andreas k meyer paul vazquez engineers the crossing prism quartet,Best Choral Performance,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
