nominee_id,name,winner,grammy_event_id
1033,scary monsters and nice sprites,1,675
1034,duets ii,1,676
1035,walk,1,677
1036,white limo,1,678
1037,walk,1,679
1038,wasting light,1,680
1039,bon iver,1,681
1040,is this love,1,682
1041,fool for you,1,683
1042,fool for you,1,684
1043,fame,1,685
1044,otis,1,686
1045,all of the lights,1,687
1046,all of the lights,1,688
1047,my beautiful dark twisted fantasy,1,689
1048,mean,1,690
1049,barton hollow,1,691
1050,mean,1,692
1051,own the night,1,693
1052,what's it all about,1,694
1053,500 miles high,1,695
1054,the mosaic project,1,696
1055,forever,1,697
1056,the good feeling,1,698
1057,jesus,1,699
1058,hello fear,1,700
1059,blessings,1,701
1060,hello fear,1,702
1061,and if our god is for us,1,703
1062,drama y luz,1,704
1063,bicentenario,1,705
1064,los tigres del norte and friends,1,706
1065,the last mambo,1,707
1066,ramble at the ryman,1,708
1067,paper airplane,1,709
1068,revelator,1,710
1069,barton hollow,1,711
1070,rebirth of new orleans,1,712
1071,revelation pt 1 the root of life,1,713
1072,tassili,1,714
1073,all about bullies big and small,1,715
1074,if you ask me and of course you won't,1,716
1075,hilarious,1,717
1076,the book of mormon,1,718
1077,boardwalk empire volume 1,1,719
1078,the king's speech,1,720
1079,i see the light from tangled,1,721
1080,life in eleven,1,722
1081,rhapsody in blue,1,723
1082,who can i turn to when nobody needs me,1,724
1083,scenes from the suburbs,1,725
1084,the promise the darkness on the edge of town story,1,726
1085,hear me howling blues ballads beyond as recorded by the san francisco bay by chris strachwitz in the 1960s,1,727
1086,band on the run paul mccartney archive collection - deluxe edition,1,728
1087,paper airplane,1,729
1088,paul epworth,1,730
1089,cinema skrillex remix,1,731
1090,layla and other assorted love songs super deluxe edition,1,732
1091,aldridge elmer gantry,1,733
1092,judith sherman,1,734
1093,brahms symphony no 4,1,735
1094,adams doctor atomic,1,736
1095,light gold,1,737
1096,mackey lonely motel - music from slide,1,738
1097,schwantner concerto for percussion orchestra,1,739
1098,diva divo,1,740
1099,aldridge robert elmer gantry,1,741
1100,rolling in the deep,1,742
1101,foo fighters back and forth,1,743
1102,need you now,1,744
1103,the suburbs,1,745
1104,need you now,1,746
1105,esperanza spalding,1,747
1106,bad romance,1,748
1107,just the way you are,1,749
1108,hey soul sister live,1,750
1109,imagine,1,751
1110,nessun dorma,1,752
1111,take your pick,1,753
1112,the fame monster,1,754
1113,only girl in the world,1,755
1114,la roux,1,756
1115,crazy love,1,757
1116,helter skelter,1,758
1117,tighten up,1,759
1118,new fang,1,760
1119,el dorado,1,761
1120,hammerhead,1,762
1121,angry world,1,763
1122,the resistance,1,764
1123,brothers,1,765
1124,bittersweet,1,766
1125,there goes my baby,1,767
1126,soldier of love,1,768
1127,hang on in there,1,769
1128,fuck you,1,770
1129,shine,1,771
1130,wake up,1,772
1131,raymond v raymond,1,773
1132,not afraid,1,774
1133,on to the next one,1,775
1134,empire state of mind,1,776
1135,empire state of mind,1,777
1136,recovery,1,778
1137,the house that built me,1,779
1138,'til summer comes around,1,780
1139,need you now,1,781
1140,as she's walking away,1,782
1141,hummingbyrd,1,783
1142,need you now,1,784
1143,need you now,1,785
1144,miho journey to the mountain,1,786
1145,the stanley clarke band,1,787
1146,eleanora fagan 1915-1959 to billie with love from dee dee,1,788
1147,a change is gonna come,1,789
1148,moody 4b,1,790
1149,mingus big band live at jazz standard,1,791
1150,chucho's steps,1,792
1151,grace,1,793
1152,it's what i do,1,794
1153,hello hurricane,1,795
1154,love god love people,1,796
1155,the reason,1,797
1156,downtown church,1,798
1157,still,1,799
1158,paraiso express,1,800
1159,el existential,1,801
1160,viva la tradicion,1,802
1161,recuerdos,1,803
1162,classic,1,804
1163,enamorate de mi,1,805
1164,you are not alone,1,806
1165,mountain soul ii,1,807
1166,joined at the hip,1,808
1167,living proof,1,809
1168,genuine negro jig,1,810
1169,god willin' the creek don't rise,1,811
1170,huana ke aloha,1,812
1171,2010 gathering of nations pow wow a spirit's dance,1,813
1172,zydeco junkie,1,814
1173,before the dawn,1,815
1174,ali and toumani,1,816
1175,throw down your heart africa sessions part 2 unreleased tracks,1,817
1176,tomorrow's children,1,818
1177,julie andrews' collection of poems songs and lullabies,1,819
1178,the daily show with jon stewart presents earth the audiobook,1,820
1179,stark raving black,1,821
1180,american idiot - featuring green day,1,822
1181,crazy heart,1,823
1182,toy story 3,1,824
1183,the weary kind from crazy heart,1,825
1184,the path among the trees,1,826
1185,carlos,1,827
1186,baba yetu,1,828
1187,brothers,1,829
1188,under great white northern lights limited edition box set,1,830
1189,keep an eye on the sky,1,831
1190,the beatles the original studio recordings,1,832
1191,battle studies,1,833
1192,danger mouse,1,834
1193,revolver david guetta's one love club remix,1,835
1194,britten's orchestra,1,836
1195,daugherty metropolis symphony deus ex machina,1,837
1196,porter quincy complete viola works,1,837
1197,david frost,1,838
1198,verdi requiem,1,839
1199,daugherty metropolis symphony deus ex machina,1,840
1200,saariaho l'amour de loin,1,841
1201,verdi requiem,1,842
1202,mozart piano concertos nos 23 24,1,843
1203,messiaen livre du saint-sacrement,1,844
1204,ligeti string quartets nos 1 2,1,845
1205,dinastia borja,1,846
1206,sacrificium,1,847
1207,daugherty michael deus ex machina,1,848
1208,tin christopher calling all dawns,1,849
1209,bad romance,1,850
1210,when you're strange,1,851
1211,use somebody,1,852
1212,fearless,1,853
1213,single ladies put a ring on it,1,854
1214,zac brown band,1,855
1215,halo,1,856
1216,make it mine,1,857
1217,i gotta feeling,1,858
1218,lucky,1,859
1219,throw down your heart,1,860
1220,potato hole,1,861
1221,the end,1,862
1222,poker face,1,863
1223,the fame,1,864
1224,michael buble meets madison square garden,1,865
1225,working on a dream,1,866
1226,use somebody,1,867
1227,war machine,1,868
1228,dissident aggressor,1,869
1229,a day in the life,1,870
1230,use somebody,1,871
1231,21st century breakdown,1,872
1232,wolfgang amadeus phoenix,1,873
1233,single ladies put a ring on it,1,874
1234,pretty wings,1,875
1235,blame it,1,876
1236,at last,1,877
1237,pearls,1,878
1238,single ladies put a ring on it,1,879
1239,blacksummers' night,1,880
1240,i am sasha fierce,1,881
1241,doa death of auto-tune,1,882
1242,crack a bottle,1,883
1243,run this town,1,884
1244,run this town,1,885
1245,relapse,1,886
1246,white horse,1,887
1247,sweet thing,1,888
1248,i run to you,1,889
1249,i told you so,1,890
1250,producer's medley,1,891
1251,white horse,1,892
1252,fearless,1,893
1253,prayer for compassion,1,894
1254,75,1,895
1255,dedicated to you kurt elling sings the music of coltrane and hartman,1,896
1256,dancin' 4 chicken,1,897
1257,five peace band - live,1,898
1258,book one,1,899
1259,juntos para siempre,1,900
1260,wait on the lord,1,901
1261,god in me,1,902
1262,live revelations,1,903
1263,the power of one,1,904
1264,jason crabb,1,905
1265,oh happy day,1,906
1266,audience of one,1,907
1267,sin frenos,1,908
1268,los de atras vienen conmigo,1,909
1269,ciclos,1,910
1270,necesito de ti,1,911
1271,borders y bailes,1,912
1272,tu noche conlos tigres del norte,1,913
1273,tu esclavo y amo,1,914
1274,electric dirt,1,915
1275,the crow new songs for the five-string banjo,1,916
1276,a stranger here,1,917
1277,already free,1,918
1278,high wide handsome the charlie poole project,1,919
1279,townes,1,920
1280,masters of hawaiian slack key guitar volume 2,1,921
1281,spirit wind north,1,922
1282,lay your burden down,1,923
1283,mind control - acoustic,1,924
1284,douga mansa,1,925
1285,throw down your heart tales from the acoustic planet vol 3 - africa sessions,1,926
1286,family time,1,927
1287,aaaaah spooky scary stories songs,1,928
1288,always looking up,1,929
1289,a colbert christmas the greatest gift of all,1,930
1290,west side story,1,931
1291,slumdog millionaire,1,932
1292,up,1,933
1293,jai ho from slumdog millionaire,1,934
1294,married life,1,935
1295,west side story medley,1,936
1296,quiet nights,1,937
1297,everything that happens will happen today,1,938
1298,neil young archives vol i 1963-1972,1,939
1299,the complete louis armstrong decca sessions 1935-1946,1,940
1300,the complete chess masters 1950-1967,1,941
1301,ellipse,1,942
1302,brendan o'brien,1,943
1303,when love takes over electro extended remix,1,944
1304,transmigration,1,945
1305,mahler symphony no 8 adagio from symphony no 10,1,946
1306,steven epstein,1,947
1307,mahler symphony no 8 adagio from symphony no 10,1,948
1308,ravel daphnis et chloe,1,949
1309,britten billy budd,1,950
1310,mahler symphony no 8 adagio from symphony no 10,1,951
1311,prokofiev piano concertos nos 2 3,1,952
1312,journey to the new world,1,953
1313,intimate letters,1,954
1314,lang david the little match girl passion,1,955
1315,verismo arias,1,956
1316,higdon jennifer percussion concerto,1,957
1317,yo-yo ma friends songs of joy and peace,1,958
1318,boom boom pow,1,959
1319,the beatles love - all together now,1,960
1320,please read the letter,1,961
1321,raising sand,1,962
1322,viva la vida,1,963
1323,adele,1,964
1324,chasing pavements,1,965
1325,say,1,966
1326,viva la vida,1,967
1327,rich woman,1,968
1328,i dreamed there was no war,1,969
1329,jingle all the way,1,970
1330,rockferry,1,971
1331,harder better faster stronger,1,972
1332,alive 2007,1,973
1333,still unforgettable,1,974
1334,gravity,1,975
1335,sex on fire,1,976
1336,wax simulacra,1,977
1337,my apocalypse,1,978
1338,peaches en regalia,1,979
1339,girls in their summer clothes,1,980
1340,viva la vida or death and all his friends,1,981
1341,in rainbows,1,982
1342,superwoman,1,983
1343,miss independent,1,984
1344,stay with me by the sea,1,985
1345,you've got the love i need,1,986
1346,be ok,1,987
1347,miss independent,1,988
1348,jennifer hudson,1,989
1349,growing pains,1,990
1350,a milli,1,991
1351,swagga like us,1,992
1352,american boy,1,993
1353,lollipop,1,994
1354,tha carter iii,1,995
1355,last name,1,996
1356,letter to me,1,997
1357,stay,1,998
1358,killing the blues,1,999
1359,cluster pluck,1,1000
1360,stay,1,1001
1361,troubadour,1,1002
1362,honoring the fathers of bluegrass tribute to 1946 and 1947,1,1003
1363,peace time,1,1004
1364,randy in brasil,1,1005
1365,loverly,1,1006
1366,be-bop,1,1007
1367,the new crystal silence,1,1008
1368,monday night live at the village vanguard,1,1009
1369,song for chico,1,1010
1370,get up,1,1011
1371,help me believe,1,1012
1372,alive and transported,1,1013
1373,thy kingdom come,1,1014
1374,lovin' life,1,1015
1375,down in new orleans,1,1016
1376,the fight of my life,1,1017
1377,la vidaes un ratico,1,1018
1378,45,1,1019
1379,los extraterrestres,1,1020
1380,senor bachata,1,1021
1381,amor dolor y lagrimas musica ranchera,1,1022
1382,canciones de amor,1,1022
1383,viva la revolucion,1,1023
1384,raices,1,1024
1385,no es de madera,1,1025
1386,one kind favor,1,1026
1387,city that care forgot,1,1027
1388,at 89,1,1028
1389,raising sand,1,1029
1390,come to me great mystery - native american healing songs,1,1030
1391,ikena,1,1031
1392,live at the 2008 new orleans jazz heritage festival,1,1032
1393,jah is real,1,1033
1394,ilembe honoring shaka zulu,1,1034
1395,global drum project,1,1035
1396,let the whole world sing,1,1036
1397,here come the 123s,1,1037
1398,yes to running bill harley live,1,1038
1399,an inconvenient truth al gore,1,1039
1400,it's bad for ya,1,1040
1401,in the heights,1,1041
1402,juno,1,1042
1403,the dark knight,1,1043
1404,down to earth from wall-e,1,1044
1405,the adventures of mutt,1,1045
1406,define dancing,1,1046
1407,here's that rainy day,1,1047
1408,death magnetic,1,1048
1409,in rainbows,1,1049
1410,kind of blue 50th anniversary collector's edition,1,1050
1411,art of field recording volume i fifty years of traditional american music documented by art rosenbaum,1,1051
1412,consolers of the lonely,1,1052
1413,rick rubin,1,1053
1414,electric feel justice remix,1,1054
1415,mussorgsky pictures at an exhibition night on bald mountain prelude to khovanshchina,1,1055
1416,traditions and transformations sounds of silk road chicago,1,1056
1417,david frost,1,1057
1418,weill rise and fall of the city of mahagonny,1,1058
1419,shostakovich symphony no 4,1,1059
1420,weill rise and fall of the city of mahagonny,1,1060
1421,symphony of psalms,1,1061
1422,schoenbergsibelius violin concertos,1,1062
1423,piano music of salonen stucky and lutoslawski,1,1063
1424,carter elliott string quartets nos 1 and 5,1,1064
1425,spotless rose hymns to the virgin mary,1,1065
1426,corigliano mr tambourine man seven poems of bob dylan,1,1066
1427,mr tambourine man seven poems of bob dylan,1,1067
1428,simple gifts,1,1068
1429,pork and beans,1,1069
1430,runnin' down a dream,1,1070
1431,rehab,1,1071
1432,river the joni letters,1,1072
1433,rehab,1,1073
1434,amy winehouse,1,1074
1435,rehab,1,1075
1436,what goes aroundcomes around,1,1076
1437,makes me wonder,1,1077
1438,gone gone gone done moved on,1,1078
1439,one week last summer,1,1079
1440,the mix-up,1,1080
1441,back to black,1,1081
1442,lovestonedi think she knows,1,1082
1443,we are the night,1,1083
1444,call me irresponsible,1,1084
1445,radio nowhere,1,1085
1446,icky thump,1,1086
1447,the pretender,1,1087
1448,final six,1,1088
1449,once upon a time in the west,1,1089
1450,radio nowhere,1,1090
1451,echoes silence patience grace,1,1091
1452,icky thump,1,1092
1453,no one,1,1093
1454,future baby mama,1,1094
1455,disrespectful,1,1095
1456,in my songs,1,1096
1457,daydreamin',1,1097
1458,no one,1,1098
1459,funk this,1,1099
1460,because of you,1,1100
1461,stronger,1,1101
1462,southside,1,1102
1463,umbrella,1,1103
1464,good life,1,1104
1465,graduation,1,1105
1466,before he cheats,1,1106
1467,stupid boy,1,1107
1468,how long,1,1108
1469,lost highway,1,1109
1470,throttleneck,1,1110
1471,before he cheats,1,1111
1472,these days,1,1112
1473,the bluegrass diaries,1,1113
1474,crestone,1,1114
1475,river the joni letters,1,1115
1476,avant gershwin,1,1116
1477,anagram,1,1117
1478,pilgrimage,1,1118
1479,a tale of god's will a requiem for katrina,1,1119
1480,funk tango,1,1120
1481,blessed highly favored,1,1121
1482,never gonna break my faith,1,1121
1483,blessed highly favored,1,1122
1484,before the daylight's shot,1,1123
1485,a deeper level,1,1124
1486,salt of the earth,1,1125
1487,live - one last time,1,1126
1488,free to worship,1,1127
1489,el tren de los momentos,1,1128
1490,no hay espacio,1,1129
1491,residente o visitante,1,1130
1492,la llave de mi corazon,1,1131
1493,100 mexicano,1,1132
1494,before the next teardrop falls,1,1133
1495,detalles y emociones,1,1134
1496,te va a gustar,1,1135
1497,last of the great mississippi delta bluesmen live in dallas,1,1136
1498,the road to escondido,1,1137
1499,dirt farmer,1,1138
1500,washington square serenade,1,1139
1501,totemic flute chants,1,1140
1502,treasures of hawaiian slack key guitar,1,1141
1503,live worldwide,1,1142
1504,mind control,1,1143
1505,african spirit,1,1144
1506,djin djin,1,1145
1507,come share the wine,1,1146
1508,a green and red christmas,1,1147
1509,harry potter and the deathly hallows,1,1148
1510,the audacity of hope thoughts on reclaiming the american dream,1,1149
1511,the distant future,1,1150
1512,spring awakening,1,1151
1513,love,1,1152
1514,ratatouille,1,1153
1515,love you i do from dreamgirls,1,1154
1516,cerulean skies,1,1155
1517,in a silent way,1,1156
1518,i'm gonna live till i die,1,1157
1519,cassadaga,1,1158
1520,what it is funky soul and rare grooves 1967-1977,1,1159
1521,john work iii recording black culture,1,1160
1522,the live wire - woody guthrie in performance 1949,1,1161
1523,beauty crime,1,1162
1524,mark ronson,1,1163
1525,bring the noise benny benassi sfaction remix,1,1164
1526,love,1,1165
1527,grechaninov passion week,1,1166
1528,judith sherman,1,1167
1529,tower made in america,1,1168
1530,tower made in america,1,1169
1531,humperdinck hansel gretel,1,1170
1532,brahms ein deutsches requiem,1,1171
1533,barberkorngoldwalton violin concertos,1,1172
1534,beethoven sonatas vol 3,1,1173
1535,strange imaginary animals,1,1174
1536,stravinsky apollo concerto in d prokofiev 20 visions fugitives,1,1175
1537,lorraine hunt lieberson sings peter lieberson neruda songs,1,1176
1538,made in america,1,1177
1539,a love supreme the legacy of john coltrane,1,1178
1540,god's gonna cut you down,1,1179
1541,the confessions tour,1,1180
1542,not ready to make nice,1,1181
1543,taking the long way,1,1182
1544,not ready to make nice,1,1183
1545,carrie underwood,1,1184
1546,ain't no other man,1,1185
1547,waiting on the world to change,1,1186
1548,my humps,1,1187
1549,for once in my life,1,1188
1550,mornin',1,1189
1551,fingerprints,1,1190
1552,continuum,1,1191
1553,sexy back,1,1192
1554,confessions on a dance floor,1,1193
1555,duets an american classic,1,1194
1556,someday baby,1,1195
1557,dani california,1,1196
1558,woman,1,1197
1559,eyes of the insane,1,1198
1560,the wizard turns on,1,1199
1561,dani california,1,1200
1562,stadium arcadium,1,1201
1563,st elsewhere,1,1202
1564,be without you,1,1203
1565,heaven,1,1204
1566,family affair,1,1205
1567,god bless the child,1,1206
1568,crazy,1,1207
1569,be without you,1,1208
1570,the breakthrough,1,1209
1571,b'day,1,1210
1572,what you know,1,1211
1573,ridin,1,1212
1574,my love,1,1213
1575,money maker,1,1214
1576,release therapy,1,1215
1577,jesus take the wheel,1,1216
1578,the reason why,1,1217
1579,not ready to make nice,1,1218
1580,who says you can't go home,1,1219
1581,whiskey before breakfast,1,1220
1582,jesus take the wheel,1,1221
1583,taking the long way,1,1222
1584,instrumentals,1,1223
1585,amarantine,1,1224
1586,the hidden land,1,1225
1587,turned to blue,1,1226
1588,some skunk funk,1,1227
1589,the ultimate adventure,1,1228
1590,some skunk funk,1,1229
1591,simpatico,1,1230
1592,victory,1,1231
1593,imagine me,1,1232
1594,turn around,1,1233
1595,wherever you are,1,1234
1596,glory train,1,1235
1597,alive in south africa,1,1236
1598,hero,1,1237
1599,adentro,1,1238
1600,limon y sal,1,1238
1601,amar es combatir,1,1239
1602,directo al corazon,1,1240
1603,historias de mi tierra,1,1241
1604,sigue el taconazo,1,1242
1605,historias que contar,1,1243
1606,mas alla del sol,1,1244
1607,risin' with the blues,1,1245
1608,after the rain,1,1246
1609,we shall overcome - the seeger sessions,1,1247
1610,modern times,1,1248
1611,dance with the wind,1,1249
1612,legends of hawaiian slack key guitar - live from maui,1,1250
1613,love is my religion,1,1251
1614,blessed,1,1252
1615,wonder wheel - lyrics by woody guthrie,1,1253
1616,polka in paradise,1,1254
1617,catch that train,1,1255
1618,blah blah blah stories about clams swamp monsters pirates dogs,1,1256
1619,our endangered values america's moral crisis,1,1257
1620,with ossie and ruby in this life together,1,1257
1621,the carnegie hall performance,1,1258
1622,jersey boys,1,1259
1623,walk the line,1,1260
1624,memoirs of a geisha,1,1261
1625,our town from cars,1,1262
1626,a prayer for peace,1,1263
1627,three ghouls,1,1264
1628,for once in my life,1,1265
1629,10000 days,1,1266
1630,stadium arcadium,1,1267
1631,if you got to ask you ain't got it,1,1268
1632,lost sounds blacks and the birth of the recording industry 1891-1922,1,1269
1633,at war with the mystics,1,1270
1634,rick rubin,1,1271
1635,talk thin white duke mix,1,1272
1636,morph the cat,1,1273
1637,elgar enigma variations britten the young person's guide to the orchestra four sea interludes,1,1274
1638,elaine martone,1,1275
1639,mahler symphony no 7,1,1276
1640,mahler symphony no 7,1,1277
1641,golijov ainadamar fountain of tears,1,1278
1642,part da pacem,1,1279
1643,messiaen oiseaux exotiques exotic birds,1,1280
1644,chopin nocturnes,1,1281
1645,intimate voices,1,1282
1646,padilla sun of justice,1,1283
1647,rilke songs,1,1284
1648,golijov ainadamar fountain of tears,1,1285
1649,simple gifts,1,1286
1650,here it goes again,1,1287
1651,wings for wheels the making of born to run,1,1288
1652,boulevard of broken dreams,1,1289
1653,how to dismantle an atomic bomb,1,1290
1654,sometimes you can't make it on your own,1,1291
1655,john legend,1,1292
1656,since u been gone,1,1293
1657,from the bottom of my heart,1,1294
1658,this love,1,1295
1659,feel good inc,1,1296
1660,caravan,1,1297
1661,at this time,1,1298
1662,breakaway,1,1299
1663,galvanize,1,1300
1664,push the button,1,1301
1665,the art of romance,1,1302
1666,devils dust,1,1303
1667,sometimes you can't make it on your own,1,1304
1668,byob,1,1305
1669,before i forget,1,1306
1670,69 freedom special,1,1307
1671,city of blinding lights,1,1308
1672,how to dismantle an atomic bomb,1,1309
1673,get behind me satan,1,1310
1674,we belong together,1,1311
1675,ordinary people,1,1312
1676,so amazing,1,1313
1677,a house is not a home,1,1314
1678,welcome to jamrock,1,1315
1679,we belong together,1,1316
1680,get lifted,1,1317
1681,the emancipation of mimi,1,1318
1682,gold digger,1,1319
1683,don't phunk with my heart,1,1320
1684,numbencore,1,1321
1685,diamonds from sierra leone,1,1322
1686,late registration,1,1323
1687,the connection,1,1324
1688,you'll think of me,1,1325
1689,restless,1,1326
1690,like we never loved at all,1,1327
1691,unionhouse branch,1,1328
1692,bless the broken road,1,1329
1693,lonely runs both ways,1,1330
1694,the company we keep,1,1331
1695,silver solstice,1,1332
1696,the way up,1,1333
1697,good night and good luck,1,1334
1698,why was i born,1,1335
1699,beyond the sound barrier,1,1336
1700,overtime,1,1337
1701,listen here,1,1338
1702,pray,1,1339
1703,be blessed,1,1340
1704,until my heart caves in,1,1341
1705,lifesong,1,1342
1706,rock of ageshymns faith,1,1343
1707,psalms hymns spiritual songs,1,1344
1708,purified,1,1345
1709,one voice,1,1346
1710,escucha,1,1347
1711,fijacion oral vol 1,1,1348
1712,bebo de cuba,1,1349
1713,son del alma,1,1350
1714,mexico en la piel,1,1351
1715,chicanisimo,1,1352
1716,80,1,1353
1717,cost of living,1,1354
1718,fiddler's green,1,1355
1719,fair square,1,1356
1720,sacred ground - a tribute to mother earth,1,1357
1721,masters of hawaiian slack key guitar - vol 1,1,1358
1722,welcome to jamrock,1,1359
1723,in the heart of the moon,1,1360
1724,eletracustico,1,1361
1725,shake rattle and polka,1,1362
1726,songs from the neighborhood - the music of mister rogers,1,1363
1727,marlo thomas friends thanks giving all year long,1,1364
1728,dreams from my father senator barack obama,1,1365
1729,never scared,1,1366
1730,monty python's spamalot,1,1367
1731,ray,1,1368
1732,ray,1,1369
1733,believe from the polar express,1,1370
1734,into the light,1,1371
1735,the incredits,1,1372
1736,what are you doing the rest of your life,1,1373
1737,the forgotten arm,1,1374
1738,the legend,1,1375
1739,the complete library of congress recordings by alan lomax,1,1376
1740,the complete library of congress recordings by alan lomax,1,1377
1741,back home,1,1378
1742,steve lillywhite,1,1379
1743,superfly louie vega eol mix,1,1380
1744,brothers in arms - 20th anniversary edition,1,1381
1745,mendelssohn the complete string quartets,1,1382
1746,tim handley,1,1383
1747,bolcom songs of innocence and of experience,1,1384
1748,shostakovich sym no 13,1,1385
1749,verdi falstaff,1,1386
1750,bolcom songs of innocence and of experience,1,1387
1751,beethoven piano cons nos 2 3,1,1388
1752,scriabin medtner stravinsky,1,1389
1753,mendelssohn the complete string quartets,1,1390
1754,boulez le marteau sans maitre derive 1 2,1,1391
1755,bach cantatas,1,1392
1756,bolcom songs of innocence and of experience,1,1393
1757,4 four,1,1394
1758,lose control,1,1395
1759,no direction home,1,1396
1760,here we go again,1,1397
1761,genius loves company,1,1398
1762,daughters,1,1399
1763,maroon 5,1,1400
1764,sunrise,1,1401
1765,daughters,1,1402
1766,heaven,1,1403
1767,here we go again,1,1404
1768,11th commandment,1,1405
1769,henry mancini pink guitar,1,1406
1770,genius loves company,1,1407
1771,toxic,1,1408
1772,kish kash,1,1409
1773,stardustthe great american songbook volume iii,1,1410
1774,code of silence,1,1411
1775,vertigo,1,1412
1776,slither,1,1413
1777,whiplash,1,1414
1778,mrs o'leary's cow,1,1415
1779,vertigo,1,1416
1780,american idiot,1,1417
1781,a ghost is born,1,1418
1782,if i ain't got you,1,1419
1783,call my name,1,1420
1784,my boo,1,1421
1785,musicology,1,1422
1786,cross my mind,1,1423
1787,you don't know my name,1,1424
1788,the diary of alicia keys,1,1425
1789,confessions,1,1426
1790,99 problems,1,1427
1791,let's get it started,1,1428
1792,yeah,1,1429
1793,jesus walks,1,1430
1794,the college dropout,1,1431
1795,redneck woman,1,1432
1796,live like you were dying,1,1433
1797,top of the world,1,1434
1798,portland oregon,1,1435
1799,earl's breakdown,1,1436
1800,live like you were dying,1,1437
1801,van lear rose,1,1438
1802,brand new strings,1,1439
1803,returning,1,1440
1804,unspeakable,1,1441
1805,rsvp rare songs very personal,1,1442
1806,speak like a child,1,1443
1807,illuminations,1,1444
1808,concert in the garden,1,1445
1809,land of the sun,1,1446
1810,heaven help us all,1,1447
1811,wire,1,1448
1812,all things new,1,1449
1813,worship faith,1,1450
1814,there will be a light,1,1451
1815,nothing without you,1,1452
1816,livethis is your house,1,1453
1817,amar sin mentiras,1,1454
1818,street signs,1,1455
1819,ahora si,1,1456
1820,across 110th street,1,1457
1821,intimamente,1,1458
1822,polkas gritos y acordeones,1,1459
1823,blues to the bone,1,1460
1824,keep it simple,1,1461
1825,beautiful dreamer - the songs of stephen foster,1,1462
1826,the revolution startsnow,1,1463
1827,cedar dream songs,1,1464
1828,slack key guitar volume 2,1,1465
1829,true love,1,1466
1830,raise your spirit higher,1,1467
1831,egypt,1,1468
1832,let's kiss 25th anniversary album,1,1469
1833,cellabration a tribute to ella jenkins,1,1470
1834,the train they call the city of new orleans,1,1471
1835,my life,1,1472
1836,the daily show with jon stewart presentsamerica a citizen's guide to democracy inaction,1,1473
1837,wicked,1,1474
1838,garden state,1,1475
1839,the lord of the rings - the return of the king,1,1476
1840,into the west from the lord of the rings - the return of the king,1,1477
1841,merengue,1,1478
1842,past present future,1,1479
1843,over the rainbow,1,1480
1844,a ghost is born,1,1481
1845,once in a lifetime,1,1482
1846,the complete columbia recordings of woody herman and his orchestra woodchoppers 1945-1947,1,1483
1847,night train to nashville music city rhythm blues 1945-1970,1,1484
1848,genius loves company,1,1485
1849,john shanks,1,1486
1850,it's my life jacques lu cont's thin white duke mix,1,1487
1851,genius loves company,1,1488
1852,higdon city scape concerto for orchestra,1,1489
1853,david frost,1,1490
1854,adams on the transmigration of souls,1,1491
1855,adams on the transmigration of souls,1,1492
1856,mozart le nozze di figaro,1,1493
1857,berlioz requiem,1,1494
1858,previn violin concerto anne-sophiebernstein serenade,1,1495
1859,aire latino morel villa-lobos ponce etc,1,1496
1860,prokofiev arr pletnev cinderella - suite for two pianosravel ma mere l'oye,1,1497
1861,carlos chavez - complete chamber music vol 2,1,1498
1862,ives songs the things our fathers loved the housatonic at stockbridge etc,1,1499
1863,adams on the transmigration of souls,1,1500
1864,lagq's guitar heroes,1,1501
1865,vertigo,1,1502
1866,concert for george,1,1503
1867,clocks,1,1504
1868,speakerboxxxthe love below,1,1505
1869,dance with my father,1,1506
1870,evanescence,1,1507
1871,beautiful,1,1508
1872,cry me a river,1,1509
1873,underneath it all,1,1510
1874,whenever i say your name,1,1511
1875,marwa blues,1,1512
1876,mambo sinuendo,1,1513
1877,justified,1,1514
1878,come into my world,1,1515
1879,a wonderful world,1,1516
1880,trouble,1,1517
1881,gravedigger,1,1518
1882,disorder in the house,1,1519
1883,bring me to life,1,1520
1884,st anger,1,1521
1885,plan b,1,1522
1886,seven nation army,1,1523
1887,one by one,1,1524
1888,elephant,1,1525
1889,dangerously in love 2,1,1526
1890,dance with my father,1,1527
1891,the closer i get to you,1,1528
1892,wonderful,1,1529
1893,hey ya,1,1530
1894,crazy in love,1,1531
1895,dance with my father,1,1532
1896,dangerously in love,1,1533
1897,work it,1,1534
1898,lose yourself,1,1535
1899,shake ya tailfeather,1,1536
1900,crazy in love,1,1537
1901,lose yourself,1,1538
1902,speakerboxxxthe love below,1,1539
1903,keep on the sunny side,1,1540
1904,next big thing,1,1541
1905,a simple life,1,1542
1906,how's the world treating you,1,1543
1907,cluck old hen,1,1544
1908,it's five o'clock somewhere,1,1545
1909,livin' lovin' losin' - songs of the louvin brothers,1,1546
1910,live,1,1547
1911,one quiet night,1,1548
1912,34th n lex,1,1549
1913,a little moonlight,1,1550
1914,matrix,1,1551
1915,alegria,1,1552
1916,wide angles,1,1553
1917,live at the blue note,1,1554
1918,worldwide,1,1555
1919,worship again,1,1556
1920,rise and shine,1,1557
1921,go tell it on the mountain,1,1558
1922,again,1,1559
1923,a wing and a prayer,1,1560
1924,no es lo mismo,1,1561
1925,cuatro caminos,1,1562
1926,buenos hermanos,1,1563
1927,regalo del alma,1,1564
1928,afortunado,1,1565
1929,si me faltas tu,1,1566
